lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
lanza,n,f,B2,,lanza（待校对）,lanza,Contexto: lanza.,例句待内容组补充（lanza）。,lanza.jpg,B2|n|进阶,专八,ron（待校对）,emprender（待校对）,hitler（待校对）,词库自动生成_待内容组校对
aniversario,n,m,B2,,aniversario（待校对）,aniversario,Contexto: aniversario.,例句待内容组补充（aniversario）。,aniversario.jpg,B2|n|进阶,专八,enhorabuena（待校对）,desmayar（待校对）,corporación（待校对）,词库自动生成_待内容组校对
estadio,n,m,B2,,estadio（待校对）,estadio,Contexto: estadio.,例句待内容组补充（estadio）。,estadio.jpg,B2|n|进阶,专八,harvey（待校对）,trágico（待校对）,promover（待校对）,词库自动生成_待内容组校对
ampliar,v,n/a,B2,,ampliar（待校对）,ampliar,Contexto: ampliar.,例句待内容组补充（ampliar）。,ampliar.jpg,B2|v|变位|进阶,专八,almirante（待校对）,cesar（待校对）,visitante（待校对）,词库自动生成_待内容组校对
destrozar,v,n/a,B2,,destrozar（待校对）,destrozar,Contexto: destrozar.,例句待内容组补充（destrozar）。,destrozar.jpg,B2|v|变位|进阶,专八,blake（待校对）,terror（待校对）,especialidad（待校对）,词库自动生成_待内容组校对
transportar,v,n/a,B2,,transportar（待校对）,transportar,Contexto: transportar.,例句待内容组补充（transportar）。,transportar.jpg,B2|v|变位|进阶,专八,jacob（待校对）,rosas（待校对）,estimado（待校对）,词库自动生成_待内容组校对
descubrimiento,n,m,B2,,descubrimiento（待校对）,descubrimiento,Contexto: descubrimiento.,例句待内容组补充（descubrimiento）。,descubrimiento.jpg,B2|n|进阶,专八,bloque（待校对）,extremo（待校对）,howard（待校对）,词库自动生成_待内容组校对
hollywood,n,n/a,B2,,hollywood（待校对）,hollywood,Contexto: hollywood.,例句待内容组补充（hollywood）。,hollywood.jpg,B2|n|进阶,专八,tropezar（待校对）,mascota（待校对）,soltero（待校对）,词库自动生成_待内容组校对
pronunciar,v,n/a,B2,,pronunciar（待校对）,pronunciar,Contexto: pronunciar.,例句待内容组补充（pronunciar）。,pronunciar.jpg,B2|v|变位|进阶,专八,gozar（待校对）,fatal（待校对）,torres（待校对）,词库自动生成_待内容组校对
destrucción,n,f,B2,,destrucción（待校对）,destrucción,Contexto: destrucción.,例句待内容组补充（destrucción）。,destrucción.jpg,B2|n|进阶,专八,chao（待校对）,calificar（待校对）,cebolla（待校对）,词库自动生成_待内容组校对
rubio,adj,n/a,B2,,rubio（待校对）,rubio,Contexto: rubio.,例句待内容组补充（rubio）。,rubio.jpg,B2|adj|进阶,专八,invadir（待校对）,davis（待校对）,lata（待校对）,词库自动生成_待内容组校对
gasolina,n,f,B2,,gasolina（待校对）,gasolina,Contexto: gasolina.,例句待内容组补充（gasolina）。,gasolina.jpg,B2|n|进阶,专八,constitucional（待校对）,coraje（待校对）,suspender（待校对）,词库自动生成_待内容组校对
payaso,n,m,B2,,payaso（待校对）,payaso,Contexto: payaso.,例句待内容组补充（payaso）。,payaso.jpg,B2|n|进阶,专八,ensalada（待校对）,confuso（待校对）,vidrio（待校对）,词库自动生成_待内容组校对
resolución,n,f,B2,,resolución（待校对）,resolución,Contexto: resolución.,例句待内容组补充（resolución）。,resolución.jpg,B2|n|进阶,专八,terror（待校对）,guardián（待校对）,recorrido（待校对）,词库自动生成_待内容组校对
descripción,n,f,B2,,descripción（待校对）,descripción,Contexto: descripción.,例句待内容组补充（descripción）。,descripción.jpg,B2|n|进阶,专八,condena（待校对）,hermanito（待校对）,cohete（待校对）,词库自动生成_待内容组校对
diagnóstico,n,m,B2,,diagnóstico（待校对）,diagnóstico,Contexto: diagnóstico.,例句待内容组补充（diagnóstico）。,diagnóstico.jpg,B2|n|进阶,专八,homosexual（待校对）,angel（待校对）,tortura（待校对）,词库自动生成_待内容组校对
profundamente,adv,n/a,B2,,profundamente（待校对）,profundamente,Contexto: profundamente.,例句待内容组补充（profundamente）。,profundamente.jpg,B2|adv|进阶,专八,multa（待校对）,toalla（待校对）,choque（待校对）,词库自动生成_待内容组校对
doloroso,adj,n/a,B2,,doloroso（待校对）,doloroso,Contexto: doloroso.,例句待内容组补充（doloroso）。,doloroso.jpg,B2|adj|进阶,专八,cálculo（待校对）,pila（待校对）,extraer（待校对）,词库自动生成_待内容组校对
vencido,adj,n/a,B2,,vencido（待校对）,vencido,Contexto: vencido.,例句待内容组补充（vencido）。,vencido.jpg,B2|adj|进阶,专八,alteza（待校对）,continente（待校对）,pañuelo（待校对）,词库自动生成_待内容组校对
callado,adj,n/a,B2,,callado（待校对）,callado,Contexto: callado.,例句待内容组补充（callado）。,callado.jpg,B2|adj|进阶,专八,activar（待校对）,certeza（待校对）,dramático（待校对）,词库自动生成_待内容组校对
doblar,v,n/a,B2,,doblar（待校对）,doblar,Contexto: doblar.,例句待内容组补充（doblar）。,doblar.jpg,B2|v|变位|进阶,专八,percepción（待校对）,probabilidad（待校对）,detención（待校对）,词库自动生成_待内容组校对
guante,n,n/a,B2,,guante（待校对）,guante,Contexto: guante.,例句待内容组补充（guante）。,guante.jpg,B2|n|进阶,专八,secuencia（待校对）,cómplice（待校对）,aferrar（待校对）,词库自动生成_待内容组校对
favorecer,v,n/a,B2,,favorecer（待校对）,favorecer,Contexto: favorecer.,例句待内容组补充（favorecer）。,favorecer.jpg,B2|v|变位|进阶,专八,granada（待校对）,limitado（待校对）,corrupción（待校对）,词库自动生成_待内容组校对
jovencito,n,m,B2,,jovencito（待校对）,jovencito,Contexto: jovencito.,例句待内容组补充（jovencito）。,jovencito.jpg,B2|n|进阶,专八,desayunar（待校对）,rabia（待校对）,culto（待校对）,词库自动生成_待内容组校对
socorro,n,m,B2,,socorro（待校对）,socorro,Contexto: socorro.,例句待内容组补充（socorro）。,socorro.jpg,B2|n|进阶,专八,ooh（待校对）,custodia（待校对）,ee.uu.（待校对）,词库自动生成_待内容组校对
grabado,adj,n/a,B2,,grabado（待校对）,grabado,Contexto: grabado.,例句待内容组补充（grabado）。,grabado.jpg,B2|adj|进阶,专八,atropellar（待校对）,cualidad（待校对）,cabra（待校对）,词库自动生成_待内容组校对
santos,n,n/a,B2,,santos（待校对）,santos,Contexto: santos.,例句待内容组补充（santos）。,santos.jpg,B2|n|进阶,专八,destrozado（待校对）,disfraz（待校对）,prohibir（待校对）,词库自动生成_待内容组校对
universal,adj,n/a,B2,,universal（待校对）,universal,Contexto: universal.,例句待内容组补充（universal）。,universal.jpg,B2|adj|进阶,专八,pobreza（待校对）,wayne（待校对）,palma（待校对）,词库自动生成_待内容组校对
profundidad,n,f,B2,,profundidad（待校对）,profundidad,Contexto: profundidad.,例句待内容组补充（profundidad）。,profundidad.jpg,B2|n|进阶,专八,indicado（待校对）,freno（待校对）,técnicamente（待校对）,词库自动生成_待内容组校对
quemado,adj,n/a,B2,,quemado（待校对）,quemado,Contexto: quemado.,例句待内容组补充（quemado）。,quemado.jpg,B2|adj|进阶,专八,cortina（待校对）,fuga（待校对）,paraíso（待校对）,词库自动生成_待内容组校对
joey,adv,n/a,B2,,joey（待校对）,joey,Contexto: joey.,例句待内容组补充（joey）。,joey.jpg,B2|adv|进阶,专八,palma（待校对）,inmunidad（待校对）,cotidiano（待校对）,词库自动生成_待内容组校对
condena,n,f,B2,,condena（待校对）,condena,Contexto: condena.,例句待内容组补充（condena）。,condena.jpg,B2|n|进阶,专八,instancia（待校对）,depositar（待校对）,gubernamental（待校对）,词库自动生成_待内容组校对
masculino,adj,n/a,B2,,masculino（待校对）,masculino,Contexto: masculino.,例句待内容组补充（masculino）。,masculino.jpg,B2|adj|进阶,专八,sexto（待校对）,comprensión（待校对）,delatar（待校对）,词库自动生成_待内容组校对
torneo,n,m,B2,,torneo（待校对）,torneo,Contexto: torneo.,例句待内容组补充（torneo）。,torneo.jpg,B2|n|进阶,专八,almirante（待校对）,curva（待校对）,ooh（待校对）,词库自动生成_待内容组校对
patata,n,f,B2,,patata（待校对）,patata,Contexto: patata.,例句待内容组补充（patata）。,patata.jpg,B2|n|进阶,专八,ubicado（待校对）,apartado（待校对）,diagnóstico（待校对）,词库自动生成_待内容组校对
emocional,adj,n/a,B2,,emocional（待校对）,emocional,Contexto: emocional.,例句待内容组补充（emocional）。,emocional.jpg,B2|adj|进阶,专八,activar（待校对）,menú（待校对）,hipótesis（待校对）,词库自动生成_待内容组校对
fred,adv,n/a,B2,,fred（待校对）,fred,Contexto: fred.,例句待内容组补充（fred）。,fred.jpg,B2|adv|进阶,专八,piedad（待校对）,cabina（待校对）,edward（待校对）,词库自动生成_待内容组校对
vincular,v,n/a,B2,,vincular（待校对）,vincular,Contexto: vincular.,例句待内容组补充（vincular）。,vincular.jpg,B2|v|变位|进阶,专八,cálido（待校对）,operativo（待校对）,cortes（待校对）,词库自动生成_待内容组校对
asistencia,n,f,B2,,asistencia（待校对）,asistencia,Contexto: asistencia.,例句待内容组补充（asistencia）。,asistencia.jpg,B2|n|进阶,专八,hembra（待校对）,ansiedad（待校对）,optar（待校对）,词库自动生成_待内容组校对
ajeno,adj,n/a,B2,,ajeno（待校对）,ajeno,Contexto: ajeno.,例句待内容组补充（ajeno）。,ajeno.jpg,B2|adj|进阶,专八,guau（待校对）,obrero（待校对）,espléndido（待校对）,词库自动生成_待内容组校对
invadir,v,n/a,B2,,invadir（待校对）,invadir,Contexto: invadir.,例句待内容组补充（invadir）。,invadir.jpg,B2|v|变位|进阶,专八,obstáculo（待校对）,terrorismo（待校对）,impresionado（待校对）,词库自动生成_待内容组校对
reducido,adj,n/a,B2,,reducido（待校对）,reducido,Contexto: reducido.,例句待内容组补充（reducido）。,reducido.jpg,B2|adj|进阶,专八,howard（待校对）,celos（待校对）,alfombra（待校对）,词库自动生成_待内容组校对
verdaderamente,adv,n/a,B2,,verdaderamente（待校对）,verdaderamente,Contexto: verdaderamente.,例句待内容组补充（verdaderamente）。,verdaderamente.jpg,B2|adv|进阶,专八,maria（待校对）,angustia（待校对）,álbum（待校对）,词库自动生成_待内容组校对
funcionamiento,n,m,B2,,funcionamiento（待校对）,funcionamiento,Contexto: funcionamiento.,例句待内容组补充（funcionamiento）。,funcionamiento.jpg,B2|n|进阶,专八,campeonato（待校对）,tela（待校对）,paralizar（待校对）,词库自动生成_待内容组校对
asco,n,m,B2,,asco（待校对）,asco,Contexto: asco.,例句待内容组补充（asco）。,asco.jpg,B2|n|进阶,专八,agricultura（待校对）,renovar（待校对）,parcial（待校对）,词库自动生成_待内容组校对
componente,n,n/a,B2,,componente（待校对）,componente,Contexto: componente.,例句待内容组补充（componente）。,componente.jpg,B2|n|进阶,专八,mago（待校对）,harvey（待校对）,santos（待校对）,词库自动生成_待内容组校对
angel,adv,n/a,B2,,angel（待校对）,angel,Contexto: angel.,例句待内容组补充（angel）。,angel.jpg,B2|adv|进阶,专八,marcus（待校对）,salta（待校对）,berlín（待校对）,词库自动生成_待内容组校对
dieta,n,f,B2,,dieta（待校对）,dieta,Contexto: dieta.,例句待内容组补充（dieta）。,dieta.jpg,B2|n|进阶,专八,exagerar（待校对）,lata（待校对）,roy（待校对）,词库自动生成_待内容组校对
reputación,n,f,B2,,reputación（待校对）,reputación,Contexto: reputación.,例句待内容组补充（reputación）。,reputación.jpg,B2|n|进阶,专八,índice（待校对）,tronco（待校对）,inscribir（待校对）,词库自动生成_待内容组校对
entorno,n,m,B2,,entorno（待校对）,entorno,Contexto: entorno.,例句待内容组补充（entorno）。,entorno.jpg,B2|n|进阶,专八,chileno（待校对）,asco（待校对）,retirada（待校对）,词库自动生成_待内容组校对
biológico,adj,n/a,B2,,biológico（待校对）,biológico,Contexto: biológico.,例句待内容组补充（biológico）。,biológico.jpg,B2|adj|进阶,专八,iii（待校对）,mérito（待校对）,cafetería（待校对）,词库自动生成_待内容组校对
relativo,adj,n/a,B2,,relativo（待校对）,relativo,Contexto: relativo.,例句待内容组补充（relativo）。,relativo.jpg,B2|adj|进阶,专八,ambición（待校对）,suiza（待校对）,vago（待校对）,词库自动生成_待内容组校对
extraer,v,n/a,B2,,extraer（待校对）,extraer,Contexto: extraer.,例句待内容组补充（extraer）。,extraer.jpg,B2|v|变位|进阶,专八,cooperar（待校对）,reputación（待校对）,porquería（待校对）,词库自动生成_待内容组校对
administrativo,adj,n/a,B2,,administrativo（待校对）,administrativo,Contexto: administrativo.,例句待内容组补充（administrativo）。,administrativo.jpg,B2|adj|进阶,专八,paralizar（待校对）,marcus（待校对）,enfoque（待校对）,词库自动生成_待内容组校对
paraíso,n,m,B2,,paraíso（待校对）,paraíso,Contexto: paraíso.,例句待内容组补充（paraíso）。,paraíso.jpg,B2|n|进阶,专八,estadio（待校对）,elaboración（待校对）,邻居,词库自动生成_待内容组校对
miserable,adj,n/a,B2,,miserable（待校对）,miserable,Contexto: miserable.,例句待内容组补充（miserable）。,miserable.jpg,B2|adj|进阶,专八,recurrir（待校对）,barry（待校对）,exitoso（待校对）,词库自动生成_待内容组校对
profesión,n,f,B2,,profesión（待校对）,profesión,Contexto: profesión.,例句待内容组补充（profesión）。,profesión.jpg,B2|n|进阶,专八,áfrica（待校对）,hollywood（待校对）,man（待校对）,词库自动生成_待内容组校对
chuck,adv,n/a,B2,,chuck（待校对）,chuck,Contexto: chuck.,例句待内容组补充（chuck）。,chuck.jpg,B2|adv|进阶,专八,sordo（待校对）,revés（待校对）,estimado（待校对）,词库自动生成_待内容组校对
terror,n,m,B2,,terror（待校对）,terror,Contexto: terror.,例句待内容组补充（terror）。,terror.jpg,B2|n|进阶,专八,decepcionado（待校对）,tela（待校对）,favorable（待校对）,词库自动生成_待内容组校对
conversar,v,n/a,B2,,conversar（待校对）,conversar,Contexto: conversar.,例句待内容组补充（conversar）。,conversar.jpg,B2|v|变位|进阶,专八,torturar（待校对）,tatuaje（待校对）,felicitar（待校对）,词库自动生成_待内容组校对
íntimo,adj,n/a,B2,,íntimo（待校对）,íntimo,Contexto: íntimo.,例句待内容组补充（íntimo）。,íntimo.jpg,B2|adj|进阶,专八,desorden（待校对）,índice（待校对）,lámpara（待校对）,词库自动生成_待内容组校对
oficio,n,m,B2,,oficio（待校对）,oficio,Contexto: oficio.,例句待内容组补充（oficio）。,oficio.jpg,B2|n|进阶,专八,desatar（待校对）,barba（待校对）,estacionamiento（待校对）,词库自动生成_待内容组校对
áfrica,n,f,B2,,áfrica（待校对）,áfrica,Contexto: áfrica.,例句待内容组补充（áfrica）。,áfrica.jpg,B2|n|进阶,专八,sindical（待校对）,oriental（待校对）,betty（待校对）,词库自动生成_待内容组校对
galería,n,f,B2,,galería（待校对）,galería,Contexto: galería.,例句待内容组补充（galería）。,galería.jpg,B2|n|进阶,专八,récord（待校对）,gordo（待校对）,tierno（待校对）,词库自动生成_待内容组校对
enfrente,adv,n/a,B2,,enfrente（待校对）,enfrente,Contexto: enfrente.,例句待内容组补充（enfrente）。,enfrente.jpg,B2|adv|进阶,专八,combinar（待校对）,existente（待校对）,electricidad（待校对）,词库自动生成_待内容组校对
probabilidad,n,f,B2,,probabilidad（待校对）,probabilidad,Contexto: probabilidad.,例句待内容组补充（probabilidad）。,probabilidad.jpg,B2|n|进阶,专八,tronco（待校对）,agenda（待校对）,cálculo（待校对）,词库自动生成_待内容组校对
madame,n,n/a,B2,,madame（待校对）,madame,Contexto: madame.,例句待内容组补充（madame）。,madame.jpg,B2|n|进阶,专八,saludable（待校对）,exhibir（待校对）,gubernamental（待校对）,词库自动生成_待内容组校对
bloque,n,n/a,B2,,bloque（待校对）,bloque,Contexto: bloque.,例句待内容组补充（bloque）。,bloque.jpg,B2|n|进阶,专八,elizabeth（待校对）,follar（待校对）,adaptar（待校对）,词库自动生成_待内容组校对
derrota,n,f,B2,,derrota（待校对）,derrota,Contexto: derrota.,例句待内容组补充（derrota）。,derrota.jpg,B2|n|进阶,专八,planeado（待校对）,combinación（待校对）,marte（待校对）,词库自动生成_待内容组校对
pensión,n,f,B2,,pensión（待校对）,pensión,Contexto: pensión.,例句待内容组补充（pensión）。,pensión.jpg,B2|n|进阶,专八,lana（待校对）,plástico（待校对）,creencia（待校对）,词库自动生成_待内容组校对
semilla,n,f,B2,,semilla（待校对）,semilla,Contexto: semilla.,例句待内容组补充（semilla）。,semilla.jpg,B2|n|进阶,专八,alterar（待校对）,patrimonio（待校对）,someter（待校对）,词库自动生成_待内容组校对
inmenso,adj,n/a,B2,,inmenso（待校对）,inmenso,Contexto: inmenso.,例句待内容组补充（inmenso）。,inmenso.jpg,B2|adj|进阶,专八,financiar（待校对）,agresivo（待校对）,favorecer（待校对）,词库自动生成_待内容组校对
fabuloso,adj,n/a,B2,,fabuloso（待校对）,fabuloso,Contexto: fabuloso.,例句待内容组补充（fabuloso）。,fabuloso.jpg,B2|adj|进阶,专八,precisar（待校对）,destrozar（待校对）,ultimar（待校对）,词库自动生成_待内容组校对
dolores,n,n/a,B2,,dolores（待校对）,dolores,Contexto: dolores.,例句待内容组补充（dolores）。,dolores.jpg,B2|n|进阶,专八,on（待校对）,emisión（待校对）,ubicar（待校对）,词库自动生成_待内容组校对
alterar,v,n/a,B2,,alterar（待校对）,alterar,Contexto: alterar.,例句待内容组补充（alterar）。,alterar.jpg,B2|v|变位|进阶,专八,comerciante（待校对）,caray（待校对）,elaborar（待校对）,词库自动生成_待内容组校对
visitante,n,n/a,B2,,visitante（待校对）,visitante,Contexto: visitante.,例句待内容组补充（visitante）。,visitante.jpg,B2|n|进阶,专八,localidad（待校对）,reporte（待校对）,ascenso（待校对）,词库自动生成_待内容组校对
hank,adv,n/a,B2,,hank（待校对）,hank,Contexto: hank.,例句待内容组补充（hank）。,hank.jpg,B2|adv|进阶,专八,aprobación（待校对）,ambiental（待校对）,cómplice（待校对）,词库自动生成_待内容组校对
mediodía,n,f,B2,,mediodía（待校对）,mediodía,Contexto: mediodía.,例句待内容组补充（mediodía）。,mediodía.jpg,B2|n|进阶,专八,berlín（待校对）,inmenso（待校对）,resolución（待校对）,词库自动生成_待内容组校对
ácido,n,m,B2,,ácido（待校对）,ácido,Contexto: ácido.,例句待内容组补充（ácido）。,ácido.jpg,B2|n|进阶,专八,asomar（待校对）,simpático（待校对）,exitoso（待校对）,词库自动生成_待内容组校对
batería,n,f,B2,,batería（待校对）,batería,Contexto: batería.,例句待内容组补充（batería）。,batería.jpg,B2|n|进阶,专八,marte（待校对）,mac（待校对）,diseñar（待校对）,词库自动生成_待内容组校对
sierra,n,f,B2,,sierra（待校对）,sierra,Contexto: sierra.,例句待内容组补充（sierra）。,sierra.jpg,B2|n|进阶,专八,recorrido（待校对）,herencia（待校对）,autonomía（待校对）,词库自动生成_待内容组校对
estupidez,n,f,B2,,estupidez（待校对）,estupidez,Contexto: estupidez.,例句待内容组补充（estupidez）。,estupidez.jpg,B2|n|进阶,专八,editorial（待校对）,homenaje（待校对）,únicamente（待校对）,词库自动生成_待内容组校对
alquiler,n,n/a,B2,,alquiler（待校对）,alquiler,Contexto: alquiler.,例句待内容组补充（alquiler）。,alquiler.jpg,B2|n|进阶,专八,íntimo（待校对）,bancario（待校对）,electricidad（待校对）,词库自动生成_待内容组校对
disciplina,n,f,B2,,disciplina（待校对）,disciplina,Contexto: disciplina.,例句待内容组补充（disciplina）。,disciplina.jpg,B2|n|进阶,专八,descender（待校对）,prever（待校对）,coartada（待校对）,词库自动生成_待内容组校对
dominio,n,m,B2,,dominio（待校对）,dominio,Contexto: dominio.,例句待内容组补充（dominio）。,dominio.jpg,B2|n|进阶,专八,revisión（待校对）,receta（待校对）,latino（待校对）,词库自动生成_待内容组校对
ron,n,n/a,B2,,ron（待校对）,ron,Contexto: ron.,例句待内容组补充（ron）。,ron.jpg,B2|n|进阶,专八,aplauso（待校对）,reservado（待校对）,pasaje（待校对）,词库自动生成_待内容组校对
posesión,n,f,B2,,posesión（待校对）,posesión,Contexto: posesión.,例句待内容组补充（posesión）。,posesión.jpg,B2|n|进阶,专八,todd（待校对）,agachar（待校对）,reconstruir（待校对）,词库自动生成_待内容组校对
preparación,n,f,B2,,preparación（待校对）,preparación,Contexto: preparación.,例句待内容组补充（preparación）。,preparación.jpg,B2|n|进阶,专八,corporal（待校对）,aplastar（待校对）,gafas（待校对）,词库自动生成_待内容组校对
hilo,n,m,B2,,hilo（待校对）,hilo,Contexto: hilo.,例句待内容组补充（hilo）。,hilo.jpg,B2|n|进阶,专八,colombiano（待校对）,previamente（待校对）,corrupción（待校对）,词库自动生成_待内容组校对
julie,adv,n/a,B2,,julie（待校对）,julie,Contexto: julie.,例句待内容组补充（julie）。,julie.jpg,B2|adv|进阶,专八,pirata（待校对）,huésped（待校对）,tremendo（待校对）,词库自动生成_待内容组校对
pico,n,m,B2,,pico（待校对）,pico,Contexto: pico.,例句待内容组补充（pico）。,pico.jpg,B2|n|进阶,专八,adicional（待校对）,cataluña（待校对）,sesenta（待校对）,词库自动生成_待内容组校对
costado,n,m,B2,,costado（待校对）,costado,Contexto: costado.,例句待内容组补充（costado）。,costado.jpg,B2|n|进阶,专八,invisible（待校对）,lily（待校对）,sinceramente（待校对）,词库自动生成_待内容组校对
sufrimiento,n,m,B2,,sufrimiento（待校对）,sufrimiento,Contexto: sufrimiento.,例句待内容组补充（sufrimiento）。,sufrimiento.jpg,B2|n|进阶,专八,historial（待校对）,sierra（待校对）,lou（待校对）,词库自动生成_待内容组校对
lata,n,f,B2,,lata（待校对）,lata,Contexto: lata.,例句待内容组补充（lata）。,lata.jpg,B2|n|进阶,专八,caos（待校对）,asomar（待校对）,torneo（待校对）,词库自动生成_待内容组校对
programar,v,n/a,B2,,programar（待校对）,programar,Contexto: programar.,例句待内容组补充（programar）。,programar.jpg,B2|v|变位|进阶,专八,solidaridad（待校对）,árabe（待校对）,corregir（待校对）,词库自动生成_待内容组校对
impulsar,v,n/a,B2,,impulsar（待校对）,impulsar,Contexto: impulsar.,例句待内容组补充（impulsar）。,impulsar.jpg,B2|v|变位|进阶,专八,aliado（待校对）,tomate（待校对）,píldora（待校对）,词库自动生成_待内容组校对
alteza,n,f,B2,,alteza（待校对）,alteza,Contexto: alteza.,例句待内容组补充（alteza）。,alteza.jpg,B2|n|进阶,专八,charlar（待校对）,comprensión（待校对）,normar（待校对）,词库自动生成_待内容组校对
follar,v,n/a,B2,,follar（待校对）,follar,Contexto: follar.,例句待内容组补充（follar）。,follar.jpg,B2|v|变位|进阶,专八,negativa（待校对）,derrota（待校对）,mmm（待校对）,词库自动生成_待内容组校对
cementerio,n,m,B2,,cementerio（待校对）,cementerio,Contexto: cementerio.,例句待内容组补充（cementerio）。,cementerio.jpg,B2|n|进阶,专八,instancia（待校对）,sinceramente（待校对）,encuesta（待校对）,词库自动生成_待内容组校对
cuartel,n,n/a,B2,,cuartel（待校对）,cuartel,Contexto: cuartel.,例句待内容组补充（cuartel）。,cuartel.jpg,B2|n|进阶,专八,seno（待校对）,profundidad（待校对）,boston（待校对）,词库自动生成_待内容组校对
comando,n,m,B2,,comando（待校对）,comando,Contexto: comando.,例句待内容组补充（comando）。,comando.jpg,B2|n|进阶,专八,presunto（待校对）,obrero（待校对）,chloe（待校对）,词库自动生成_待内容组校对
obrero,n,m,B2,,obrero（待校对）,obrero,Contexto: obrero.,例句待内容组补充（obrero）。,obrero.jpg,B2|n|进阶,专八,atmósfera（待校对）,operador（待校对）,estimado（待校对）,词库自动生成_待内容组校对
alfonso,n,m,B2,,alfonso（待校对）,alfonso,Contexto: alfonso.,例句待内容组补充（alfonso）。,alfonso.jpg,B2|n|进阶,专八,acariciar（待校对）,cocaína（待校对）,jackie（待校对）,词库自动生成_待内容组校对
promover,v,n/a,B2,,promover（待校对）,promover,Contexto: promover.,例句待内容组补充（promover）。,promover.jpg,B2|v|变位|进阶,专八,torneo（待校对）,olvido（待校对）,nina（待校对）,词库自动生成_待内容组校对
vd.,adv,n/a,B2,,vd.（待校对）,vd.,Contexto: vd..,例句待内容组补充（vd.）。,vd.jpg,B2|adv|进阶,专八,big（待校对）,palma（待校对）,convención（待校对）,词库自动生成_待内容组校对
limitado,adj,n/a,B2,,limitado（待校对）,limitado,Contexto: limitado.,例句待内容组补充（limitado）。,limitado.jpg,B2|adj|进阶,专八,certeza（待校对）,satélite（待校对）,leal（待校对）,词库自动生成_待内容组校对
provenir,v,n/a,B2,,provenir（待校对）,provenir,Contexto: provenir.,例句待内容组补充（provenir）。,provenir.jpg,B2|v|变位|进阶,专八,destacado（待校对）,manipular（待校对）,chupar（待校对）,词库自动生成_待内容组校对
transmisión,n,f,B2,,transmisión（待校对）,transmisión,Contexto: transmisión.,例句待内容组补充（transmisión）。,transmisión.jpg,B2|n|进阶,专八,monsieur（待校对）,mmm（待校对）,guante（待校对）,词库自动生成_待内容组校对
molestia,n,f,B2,,molestia（待校对）,molestia,Contexto: molestia.,例句待内容组补充（molestia）。,molestia.jpg,B2|n|进阶,专八,clavar（待校对）,agudo（待校对）,explorar（待校对）,词库自动生成_待内容组校对
collar,n,n/a,B2,,collar（待校对）,collar,Contexto: collar.,例句待内容组补充（collar）。,collar.jpg,B2|n|进阶,专八,jugo（待校对）,jordan（待校对）,alteza（待校对）,词库自动生成_待内容组校对
comisaría,n,f,B2,,comisaría（待校对）,comisaría,Contexto: comisaría.,例句待内容组补充（comisaría）。,comisaría.jpg,B2|n|进阶,专八,asco（待校对）,agresivo（待校对）,prender（待校对）,词库自动生成_待内容组校对
