lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
funcionario,n,m,B1,,funcionario（待校对）,funcionario,Contexto: funcionario.,例句待内容组补充（funcionario）。,funcionario.jpg,B1|n|进阶,专四,justificar（待校对）,centrar（待校对）,sorprendente（待校对）,词库自动生成_待内容组校对
camisa,n,f,B1,,camisa（待校对）,camisa,Contexto: camisa.,例句待内容组补充（camisa）。,camisa.jpg,B1|n|进阶,专四,prácticamente（待校对）,liberal（待校对）,gratis（待校对）,词库自动生成_待内容组校对
esquina,n,f,B1,,esquina（待校对）,esquina,Contexto: esquina.,例句待内容组补充（esquina）。,esquina.jpg,B1|n|进阶,专四,fino（待校对）,titular（待校对）,significativo（待校对）,词库自动生成_待内容组校对
mark,adv,n/a,B1,,mark（待校对）,mark,Contexto: mark.,例句待内容组补充（mark）。,mark.jpg,B1|adv|进阶,专四,charles（待校对）,testimonio（待校对）,sangrar（待校对）,词库自动生成_待内容组校对
rezar,v,n/a,B1,,rezar（待校对）,rezar,Contexto: rezar.,例句待内容组补充（rezar）。,rezar.jpg,B1|v|变位|进阶,专四,naturalmente（待校对）,cazar（待校对）,curioso（待校对）,词库自动生成_待内容组校对
pastel,n,n/a,B1,,pastel（待校对）,pastel,Contexto: pastel.,例句待内容组补充（pastel）。,pastel.jpg,B1|n|进阶,专四,grabar（待校对）,jerry（待校对）,pecado（待校对）,词库自动生成_待内容组校对
interpretar,v,n/a,B1,,interpretar（待校对）,interpretar,Contexto: interpretar.,例句待内容组补充（interpretar）。,interpretar.jpg,B1|v|变位|进阶,专四,azúcar（待校对）,miércoles（待校对）,esperado（待校对）,词库自动生成_待内容组校对
temperatura,n,f,B1,,temperatura（待校对）,temperatura,Contexto: temperatura.,例句待内容组补充（temperatura）。,temperatura.jpg,B1|n|进阶,专四,patio（待校对）,probable（待校对）,emplear（待校对）,词库自动生成_待内容组校对
determinar,v,n/a,B1,,determinar（待校对）,determinar,Contexto: determinar.,例句待内容组补充（determinar）。,determinar.jpg,B1|v|变位|进阶,专四,extrañar（待校对）,personalidad（待校对）,resistencia（待校对）,词库自动生成_待内容组校对
apuesta,n,f,B1,,apuesta（待校对）,apuesta,Contexto: apuesta.,例句待内容组补充（apuesta）。,apuesta.jpg,B1|n|进阶,专四,tendencia（待校对）,resistencia（待校对）,agradar（待校对）,词库自动生成_待内容组校对
audiencia,n,f,B1,,audiencia（待校对）,audiencia,Contexto: audiencia.,例句待内容组补充（audiencia）。,audiencia.jpg,B1|n|进阶,专四,global（待校对）,remedio（待校对）,monte（待校对）,词库自动生成_待内容组校对
atractivo,adj,n/a,B1,,atractivo（待校对）,atractivo,Contexto: atractivo.,例句待内容组补充（atractivo）。,atractivo.jpg,B1|adj|进阶,专四,modificar（待校对）,desierto（待校对）,voluntario（待校对）,词库自动生成_待内容组校对
adquirir,v,n/a,B1,,adquirir（待校对）,adquirir,Contexto: adquirir.,例句待内容组补充（adquirir）。,adquirir.jpg,B1|v|变位|进阶,专四,fase（待校对）,uu（待校对）,muchísimo（待校对）,词库自动生成_待内容组校对
espejo,n,m,B1,,espejo（待校对）,espejo,Contexto: espejo.,例句待内容组补充（espejo）。,espejo.jpg,B1|n|进阶,专四,pagado（待校对）,ánimo（待校对）,charles（待校对）,词库自动生成_待内容组校对
crecimiento,n,m,B1,,crecimiento（待校对）,crecimiento,Contexto: crecimiento.,例句待内容组补充（crecimiento）。,crecimiento.jpg,B1|n|进阶,专四,tubo（待校对）,costo（待校对）,vampiro（待校对）,词库自动生成_待内容组校对
obligado,adj,n/a,B1,,obligado（待校对）,obligado,Contexto: obligado.,例句待内容组补充（obligado）。,obligado.jpg,B1|adj|进阶,专四,oso（待校对）,aplicación（待校对）,urgente（待校对）,词库自动生成_待内容组校对
grabar,v,n/a,B1,,grabar（待校对）,grabar,Contexto: grabar.,例句待内容组补充（grabar）。,grabar.jpg,B1|v|变位|进阶,专四,naranja（待校对）,significado（待校对）,biblioteca（待校对）,词库自动生成_待内容组校对
entrega,n,f,B1,,entrega（待校对）,entrega,Contexto: entrega.,例句待内容组补充（entrega）。,entrega.jpg,B1|n|进阶,专四,kyle（待校对）,juzgado（待校对）,mapa（待校对）,词库自动生成_待内容组校对
inteligencia,n,f,B1,,inteligencia（待校对）,inteligencia,Contexto: inteligencia.,例句待内容组补充（inteligencia）。,inteligencia.jpg,B1|n|进阶,专四,elevar（待校对）,derribar（待校对）,italia（待校对）,词库自动生成_待内容组校对
criatura,n,f,B1,,criatura（待校对）,criatura,Contexto: criatura.,例句待内容组补充（criatura）。,criatura.jpg,B1|n|进阶,专四,sonrisa（待校对）,síntoma（待校对）,selección（待校对）,词库自动生成_待内容组校对
violar,v,n/a,B1,,violar（待校对）,violar,Contexto: violar.,例句待内容组补充（violar）。,violar.jpg,B1|v|变位|进阶,专四,representación（待校对）,aplicación（待校对）,almorzar（待校对）,词库自动生成_待内容组校对
museo,n,m,B1,,museo（待校对）,museo,Contexto: museo.,例句待内容组补充（museo）。,museo.jpg,B1|n|进阶,专四,afectado（待校对）,poquito（待校对）,emperador（待校对）,词库自动生成_待内容组校对
septiembre,n,n/a,B1,,septiembre（待校对）,septiembre,Contexto: septiembre.,例句待内容组补充（septiembre）。,septiembre.jpg,B1|n|进阶,专四,templo（待校对）,distribución（待校对）,fórmula（待校对）,词库自动生成_待内容组校对
preocupación,n,f,B1,,preocupación（待校对）,preocupación,Contexto: preocupación.,例句待内容组补充（preocupación）。,preocupación.jpg,B1|n|进阶,专四,retroceder（待校对）,frecuente（待校对）,incómodo（待校对）,词库自动生成_待内容组校对
arrojar,v,n/a,B1,,arrojar（待校对）,arrojar,Contexto: arrojar.,例句待内容组补充（arrojar）。,arrojar.jpg,B1|v|变位|进阶,专四,terapia（待校对）,profundar（待校对）,milla（待校对）,词库自动生成_待内容组校对
reciente,adj,n/a,B1,,reciente（待校对）,reciente,Contexto: reciente.,例句待内容组补充（reciente）。,reciente.jpg,B1|adj|进阶,专四,auténtico（待校对）,afortunado（待校对）,diversión（待校对）,词库自动生成_待内容组校对
profundar,v,n/a,B1,,profundar（待校对）,profundar,Contexto: profundar.,例句待内容组补充（profundar）。,profundar.jpg,B1|v|变位|进阶,专四,volumen（待校对）,frecuente（待校对）,alarma（待校对）,词库自动生成_待内容组校对
diputado,n,m,B1,,diputado（待校对）,diputado,Contexto: diputado.,例句待内容组补充（diputado）。,diputado.jpg,B1|n|进阶,专四,categoría（待校对）,excelencia（待校对）,asalto（待校对）,词库自动生成_待内容组校对
tono,n,m,B1,,tono（待校对）,tono,Contexto: tono.,例句待内容组补充（tono）。,tono.jpg,B1|n|进阶,专四,espectador（待校对）,postura（待校对）,tasa（待校对）,词库自动生成_待内容组校对
fenómeno,n,m,B1,,fenómeno（待校对）,fenómeno,Contexto: fenómeno.,例句待内容组补充（fenómeno）。,fenómeno.jpg,B1|n|进阶,专四,disposición（待校对）,fundamental（待校对）,misterioso（待校对）,词库自动生成_待内容组校对
magia,n,f,B1,,magia（待校对）,magia,Contexto: magia.,例句待内容组补充（magia）。,magia.jpg,B1|n|进阶,专四,sangrar（待校对）,escaso（待校对）,g（待校对）,词库自动生成_待内容组校对
frecuencia,n,f,B1,,frecuencia（待校对）,frecuencia,Contexto: frecuencia.,例句待内容组补充（frecuencia）。,frecuencia.jpg,B1|n|进阶,专四,abrazo（待校对）,incómodo（待校对）,comunista（待校对）,词库自动生成_待内容组校对
argentina,n,f,B1,,argentina（待校对）,argentina,Contexto: argentina.,例句待内容组补充（argentina）。,argentina.jpg,B1|n|进阶,专四,fórmula（待校对）,encajar（待校对）,saludo（待校对）,词库自动生成_待内容组校对
techo,n,m,B1,,techo（待校对）,techo,Contexto: techo.,例句待内容组补充（techo）。,techo.jpg,B1|n|进阶,专四,conducta（待校对）,calentar（待校对）,estallar（待校对）,词库自动生成_待内容组校对
comportar,v,n/a,B1,,comportar（待校对）,comportar,Contexto: comportar.,例句待内容组补充（comportar）。,comportar.jpg,B1|v|变位|进阶,专四,martínez（待校对）,ronda（待校对）,crecimiento（待校对）,词库自动生成_待内容组校对
régimen,n,n/a,B1,,régimen（待校对）,régimen,Contexto: régimen.,例句待内容组补充（régimen）。,régimen.jpg,B1|n|进阶,专四,septiembre（待校对）,isabel（待校对）,castigo（待校对）,词库自动生成_待内容组校对
reserva,n,f,B1,,reserva（待校对）,reserva,Contexto: reserva.,例句待内容组补充（reserva）。,reserva.jpg,B1|n|进阶,专四,alarma（待校对）,perfil（待校对）,prostituto（待校对）,词库自动生成_待内容组校对
detente,n,n/a,B1,,detente（待校对）,detente,Contexto: detente.,例句待内容组补充（detente）。,detente.jpg,B1|n|进阶,专四,derribar（待校对）,género（待校对）,interrogar（待校对）,词库自动生成_待内容组校对
amistad,n,f,B1,,amistad（待校对）,amistad,Contexto: amistad.,例句待内容组补充（amistad）。,amistad.jpg,B1|n|进阶,专四,costo（待校对）,medir（待校对）,infantil（待校对）,词库自动生成_待内容组校对
gordo,n,m,B1,,gordo（待校对）,gordo,Contexto: gordo.,例句待内容组补充（gordo）。,gordo.jpg,B1|n|进阶,专四,bravo（待校对）,edición（待校对）,sánchez（待校对）,词库自动生成_待内容组校对
década,n,f,B1,,década（待校对）,década,Contexto: década.,例句待内容组补充（década）。,década.jpg,B1|n|进阶,专四,milla（待校对）,rica（待校对）,aterrizar（待校对）,词库自动生成_待内容组校对
and,adv,n/a,B1,,and（待校对）,and,Contexto: and.,例句待内容组补充（and）。,and.jpg,B1|adv|进阶,专四,pasión（待校对）,bastardo（待校对）,new（待校对）,词库自动生成_待内容组校对
cáncer,n,n/a,B1,,cáncer（待校对）,cáncer,Contexto: cáncer.,例句待内容组补充（cáncer）。,cáncer.jpg,B1|n|进阶,专四,kim（待校对）,pastel（待校对）,fernando（待校对）,词库自动生成_待内容组校对
ingreso,n,m,B1,,ingreso（待校对）,ingreso,Contexto: ingreso.,例句待内容组补充（ingreso）。,ingreso.jpg,B1|n|进阶,专四,aportar（待校对）,inteligencia（待校对）,trozo（待校对）,词库自动生成_待内容组校对
reforma,n,m,B1,,reforma（待校对）,reforma,Contexto: reforma.,例句待内容组补充（reforma）。,reforma.jpg,B1|n|进阶,专四,apestar（待校对）,signo（待校对）,evidente（待校对）,词库自动生成_待内容组校对
cura,n,f,B1,,cura（待校对）,cura,Contexto: cura.,例句待内容组补充（cura）。,cura.jpg,B1|n|进阶,专四,amistad（待校对）,claire（待校对）,borrar（待校对）,词库自动生成_待内容组校对
salvaje,adj,n/a,B1,,salvaje（待校对）,salvaje,Contexto: salvaje.,例句待内容组补充（salvaje）。,salvaje.jpg,B1|adj|进阶,专四,sorprendido（待校对）,claire（待校对）,posterior（待校对）,词库自动生成_待内容组校对
queso,n,m,B1,,queso（待校对）,queso,Contexto: queso.,例句待内容组补充（queso）。,queso.jpg,B1|n|进阶,专四,herir（待校对）,laboral（待校对）,horario（待校对）,词库自动生成_待内容组校对
tradición,n,f,B1,,tradición（待校对）,tradición,Contexto: tradición.,例句待内容组补充（tradición）。,tradición.jpg,B1|n|进阶,专四,grabar（待校对）,fiebre（待校对）,abrazo（待校对）,词库自动生成_待内容组校对
proceder,v,n/a,B1,,proceder（待校对）,proceder,Contexto: proceder.,例句待内容组补充（proceder）。,proceder.jpg,B1|v|变位|进阶,专四,cubierta（待校对）,eddie（待校对）,chocolate（待校对）,词库自动生成_待内容组校对
referencia,n,f,B1,,referencia（待校对）,referencia,Contexto: referencia.,例句待内容组补充（referencia）。,referencia.jpg,B1|n|进阶,专四,impresionante（待校对）,previo（待校对）,vasco（待校对）,词库自动生成_待内容组校对
rodilla,n,f,B1,,rodilla（待校对）,rodilla,Contexto: rodilla.,例句待内容组补充（rodilla）。,rodilla.jpg,B1|n|进阶,专四,curar（待校对）,garantizar（待校对）,ryan（待校对）,词库自动生成_待内容组校对
mapa,n,f,B1,,mapa（待校对）,mapa,Contexto: mapa.,例句待内容组补充（mapa）。,mapa.jpg,B1|n|进阶,专四,techo（待校对）,queja（待校对）,enterrar（待校对）,词库自动生成_待内容组校对
gracia,n,f,B1,,gracia（待校对）,gracia,Contexto: gracia.,例句待内容组补充（gracia）。,gracia.jpg,B1|n|进阶,专四,asqueroso（待校对）,aproximadamente（待校对）,fase（待校对）,词库自动生成_待内容组校对
participación,n,f,B1,,participación（待校对）,participación,Contexto: participación.,例句待内容组补充（participación）。,participación.jpg,B1|n|进阶,专四,interpretación（待校对）,oscar（待校对）,sede（待校对）,词库自动生成_待内容组校对
normalmente,adv,n/a,B1,,normalmente（待校对）,normalmente,Contexto: normalmente.,例句待内容组补充（normalmente）。,normalmente.jpg,B1|adv|进阶,专四,fernando（待校对）,agradar（待校对）,judicial（待校对）,词库自动生成_待内容组校对
eddie,adv,n/a,B1,,eddie（待校对）,eddie,Contexto: eddie.,例句待内容组补充（eddie）。,eddie.jpg,B1|adv|进阶,专四,ciclo（待校对）,señoría（待校对）,encerrado（待校对）,词库自动生成_待内容组校对
lección,n,f,B1,,lección（待校对）,lección,Contexto: lección.,例句待内容组补充（lección）。,lección.jpg,B1|n|进阶,专四,verificar（待校对）,adquirir（待校对）,transmitir（待校对）,词库自动生成_待内容组校对
caber,v,n/a,B1,,caber（待校对）,caber,Contexto: caber.,例句待内容组补充（caber）。,caber.jpg,B1|v|变位|进阶,专四,esquina（待校对）,pecado（待校对）,valiente（待校对）,词库自动生成_待内容组校对
concierto,n,m,B1,,concierto（待校对）,concierto,Contexto: concierto.,例句待内容组补充（concierto）。,concierto.jpg,B1|n|进阶,专四,india（待校对）,dirigido（待校对）,lucas（待校对）,词库自动生成_待内容组校对
comercio,n,m,B1,,comercio（待校对）,comercio,Contexto: comercio.,例句待内容组补充（comercio）。,comercio.jpg,B1|n|进阶,专四,martin（待校对）,corona（待校对）,reflejar（待校对）,词库自动生成_待内容组校对
campeón,n,n/a,B1,,campeón（待校对）,campeón,Contexto: campeón.,例句待内容组补充（campeón）。,campeón.jpg,B1|n|进阶,专四,conformar（待校对）,g（待校对）,combatir（待校对）,词库自动生成_待内容组校对
auténtico,adj,n/a,B1,,auténtico（待校对）,auténtico,Contexto: auténtico.,例句待内容组补充（auténtico）。,auténtico.jpg,B1|adj|进阶,专四,órgano（待校对）,sumar（待校对）,charla（待校对）,词库自动生成_待内容组校对
octubre,n,n/a,B1,,octubre（待校对）,octubre,Contexto: octubre.,例句待内容组补充（octubre）。,octubre.jpg,B1|n|进阶,专四,sede（待校对）,cristal（待校对）,techo（待校对）,词库自动生成_待内容组校对
lago,n,m,B1,,lago（待校对）,lago,Contexto: lago.,例句待内容组补充（lago）。,lago.jpg,B1|n|进阶,专四,pp（待校对）,tranquilizar（待校对）,embajador（待校对）,词库自动生成_待内容组校对
extra,adj,n/a,B1,,extra（待校对）,extra,Contexto: extra.,例句待内容组补充（extra）。,extra.jpg,B1|adj|进阶,专四,amanecer（待校对）,almorzar（待校对）,enterrado（待校对）,词库自动生成_待内容组校对
señoría,n,f,B1,,señoría（待校对）,señoría,Contexto: señoría.,例句待内容组补充（señoría）。,señoría.jpg,B1|n|进阶,专四,básico（待校对）,clima（待校对）,perdedor（待校对）,词库自动生成_待内容组校对
profundo,adj,n/a,B1,,profundo（待校对）,profundo,Contexto: profundo.,例句待内容组补充（profundo）。,profundo.jpg,B1|adj|进阶,专四,costo（待校对）,juzgado（待校对）,músculo（待校对）,词库自动生成_待内容组校对
milagro,n,m,B1,,milagro（待校对）,milagro,Contexto: milagro.,例句待内容组补充（milagro）。,milagro.jpg,B1|n|进阶,专四,funeral（待校对）,rival（待校对）,sótano（待校对）,词库自动生成_待内容组校对
paquete,n,n/a,B1,,paquete（待校对）,paquete,Contexto: paquete.,例句待内容组补充（paquete）。,paquete.jpg,B1|n|进阶,专四,cincuenta（待校对）,misterioso（待校对）,brian（待校对）,词库自动生成_待内容组校对
papi,n,n/a,B1,,papi（待校对）,papi,Contexto: papi.,例句待内容组补充（papi）。,papi.jpg,B1|n|进阶,专四,basar（待校对）,ocupada（待校对）,gobernar（待校对）,词库自动生成_待内容组校对
correo,n,m,B1,,correo（待校对）,correo,Contexto: correo.,例句待内容组补充（correo）。,correo.jpg,B1|n|进阶,专四,alquilar（待校对）,incómodo（待校对）,mecánico（待校对）,词库自动生成_待内容组校对
estrategia,n,f,B1,,estrategia（待校对）,estrategia,Contexto: estrategia.,例句待内容组补充（estrategia）。,estrategia.jpg,B1|n|进阶,专四,toro（待校对）,nadar（待校对）,diseño（待校对）,词库自动生成_待内容组校对
instante,n,n/a,B1,,instante（待校对）,instante,Contexto: instante.,例句待内容组补充（instante）。,instante.jpg,B1|n|进阶,专四,conexión（待校对）,clima（待校对）,pendiente（待校对）,词库自动生成_待内容组校对
diciembre,n,n/a,B1,,diciembre（待校对）,diciembre,Contexto: diciembre.,例句待内容组补充（diciembre）。,diciembre.jpg,B1|n|进阶,专四,elegante（待校对）,pozo（待校对）,in（待校对）,词库自动生成_待内容组校对
dividir,v,n/a,B1,,dividir（待校对）,dividir,Contexto: dividir.,例句待内容组补充（dividir）。,dividir.jpg,B1|v|变位|进阶,专四,argumento（待校对）,chile（待校对）,auténtico（待校对）,词库自动生成_待内容组校对
sección,n,f,B1,,sección（待校对）,sección,Contexto: sección.,例句待内容组补充（sección）。,sección.jpg,B1|n|进阶,专四,estómago（待校对）,potencia（待校对）,establecido（待校对）,词库自动生成_待内容组校对
enfadado,adj,n/a,B1,,enfadado（待校对）,enfadado,Contexto: enfadado.,例句待内容组补充（enfadado）。,enfadado.jpg,B1|adj|进阶,专四,lobo（待校对）,grano（待校对）,alianza（待校对）,词库自动生成_待内容组校对
influencia,n,f,B1,,influencia（待校对）,influencia,Contexto: influencia.,例句待内容组补充（influencia）。,influencia.jpg,B1|n|进阶,专四,postura（待校对）,emperador（待校对）,lío（待校对）,词库自动生成_待内容组校对
chris,adv,n/a,B1,,chris（待校对）,chris,Contexto: chris.,例句待内容组补充（chris）。,chris.jpg,B1|adv|进阶,专四,labor（待校对）,combate（待校对）,democrático（待校对）,词库自动生成_待内容组校对
probable,adj,n/a,B1,,probable（待校对）,probable,Contexto: probable.,例句待内容组补充（probable）。,probable.jpg,B1|adj|进阶,专四,componer（待校对）,lópez（待校对）,gallo（待校对）,词库自动生成_待内容组校对
junio,n,m,B1,,junio（待校对）,junio,Contexto: junio.,例句待内容组补充（junio）。,junio.jpg,B1|n|进阶,专四,constante（待校对）,rachel（待校对）,emplear（待校对）,词库自动生成_待内容组校对
introducir,v,n/a,B1,,introducir（待校对）,introducir,Contexto: introducir.,例句待内容组补充（introducir）。,introducir.jpg,B1|v|变位|进阶,专四,apestar（待校对）,romano（待校对）,rodilla（待校对）,词库自动生成_待内容组校对
cristiano,adj,n/a,B1,,cristiano（待校对）,cristiano,Contexto: cristiano.,例句待内容组补充（cristiano）。,cristiano.jpg,B1|adj|进阶,专四,ciclo（待校对）,luke（待校对）,industrial（待校对）,词库自动生成_待内容组校对
traicionar,v,n/a,B1,,traicionar（待校对）,traicionar,Contexto: traicionar.,例句待内容组补充（traicionar）。,traicionar.jpg,B1|v|变位|进阶,专四,oposición（待校对）,gol（待校对）,círculo（待校对）,词库自动生成_待内容组校对
generar,v,n/a,B1,,generar（待校对）,generar,Contexto: generar.,例句待内容组补充（generar）。,generar.jpg,B1|v|变位|进阶,专四,virus（待校对）,reto（待校对）,jueves（待校对）,词库自动生成_待内容组校对
enamorar,v,n/a,B1,,enamorar（待校对）,enamorar,Contexto: enamorar.,例句待内容组补充（enamorar）。,enamorar.jpg,B1|v|变位|进阶,专四,verificar（待校对）,aparición（待校对）,magia（待校对）,词库自动生成_待内容组校对
extraordinario,adj,n/a,B1,,extraordinario（待校对）,extraordinario,Contexto: extraordinario.,例句待内容组补充（extraordinario）。,extraordinario.jpg,B1|adj|进阶,专四,dominar（待校对）,excepción（待校对）,placa（待校对）,词库自动生成_待内容组校对
abril,n,n/a,B1,,abril（待校对）,abril,Contexto: abril.,例句待内容组补充（abril）。,abril.jpg,B1|n|进阶,专四,elevar（待校对）,vital（待校对）,permanente（待校对）,词库自动生成_待内容组校对
ángel,n,n/a,B1,,ángel（待校对）,ángel,Contexto: ángel.,例句待内容组补充（ángel）。,ángel.jpg,B1|n|进阶,专四,fué（待校对）,susan（待校对）,temporal（待校对）,词库自动生成_待内容组校对
industrial,adj,n/a,B1,,industrial（待校对）,industrial,Contexto: industrial.,例句待内容组补充（industrial）。,industrial.jpg,B1|adj|进阶,专四,ensayo（待校对）,coincidencia（待校对）,cerebral（待校对）,词库自动生成_待内容组校对
girar,v,n/a,B1,,girar（待校对）,girar,Contexto: girar.,例句待内容组补充（girar）。,girar.jpg,B1|v|变位|进阶,专四,tranquilizar（待校对）,discusión（待校对）,saco（待校对）,词库自动生成_待内容组校对
aceite,n,n/a,B1,,aceite（待校对）,aceite,Contexto: aceite.,例句待内容组补充（aceite）。,aceite.jpg,B1|n|进阶,专四,instrumento（待校对）,kevin（待校对）,generalmente（待校对）,词库自动生成_待内容组校对
almuerzo,n,m,B1,,almuerzo（待校对）,almuerzo,Contexto: almuerzo.,例句待内容组补充（almuerzo）。,almuerzo.jpg,B1|n|进阶,专四,informado（待校对）,comportar（待校对）,alianza（待校对）,词库自动生成_待内容组校对
adoptar,v,n/a,B1,,adoptar（待校对）,adoptar,Contexto: adoptar.,例句待内容组补充（adoptar）。,adoptar.jpg,B1|v|变位|进阶,专四,selección（待校对）,caber（待校对）,frecuente（待校对）,词库自动生成_待内容组校对
