lemma,pos,gender,level,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
hacer,v,n/a,A1,,做,hacer,Contexto: hacer.,例句待内容组补充（hacer）。,hacer.jpg,A1|v|变位|日常,,agente（待校对）,节省,两者都不,词库自动生成_待内容组校对
poder,v,n/a,A1,,能,poder,Contexto: poder.,例句待内容组补充（poder）。,poder.jpg,A1|v|变位|日常,,爱,害怕,获得,词库自动生成_待内容组校对
para,prep,n/a,A1,ˈpaɾa,为了（目的）,for (purpose),Trabajo para vivir.,我工作是为了生活。,para.jpg,语法|易混,专四|专八, por, sobre, bajo,词库自动生成_待内容组校对
del,prep,n/a,A1,,的,del,Contexto: del.,例句待内容组补充（del）。,del.jpg,A1|prep|语法|日常,,这里,原因,回复,词库自动生成_待内容组校对
decir,v,n/a,A1,,说,decir,Contexto: decir.,例句待内容组补充（decir）。,decir.jpg,A1|v|变位|日常,,相同的,存在,达到,词库自动生成_待内容组校对
te,n,n/a,A1,,茶,te,Contexto: te.,例句待内容组补充（te）。,te.jpg,A1|n|日常,,安排,谁,缺少,词库自动生成_待内容组校对
este,adj,n/a,A1,,这,este,Contexto: este.,例句待内容组补充（este）。,este.jpg,A1|adj|日常,,商业,你,好的,词库自动生成_待内容组校对
todo,adj,n/a,A1,,全部,todo,Contexto: todo.,例句待内容组补充（todo）。,todo.jpg,A1|adj|日常,,老板,飞,工作,词库自动生成_待内容组校对
mío,adj,n/a,A1,,矿,mío,Contexto: mío.,例句待内容组补充（mío）。,mío.jpg,A1|adj|日常,,部分,边,到达,词库自动生成_待内容组校对
pero,conj,n/a,A1,,但,pero,Contexto: pero.,例句待内容组补充（pero）。,pero.jpg,A1|conj|语法|日常,,与你,形状,大学,词库自动生成_待内容组校对
si,conj,n/a,A1,,是的,si,Contexto: si.,例句待内容组补充（si）。,si.jpg,A1|conj|语法|日常,,但,之间,知道,词库自动生成_待内容组校对
querer,v,n/a,A1,,想,querer,Contexto: querer.,例句待内容组补充（querer）。,querer.jpg,A1|v|变位|日常,,听到,展示,出去,词库自动生成_待内容组校对
al,prep,n/a,A1,,到,al,Contexto: al.,例句待内容组补充（al）。,al.jpg,A1|prep|语法|日常,,女性,计划,物种,词库自动生成_待内容组校对
sí,pron,n/a,A1,si,是；对,yes,Sí,estoy de acuerdo.,sí.jpg,si.jpg,日常,队长,信息,参考,词库自动生成_待内容组校对
como,conj,n/a,A1,,作为,como,Contexto: como.,例句待内容组补充（como）。,como.jpg,A1|conj|语法|日常,,六,我的,书,词库自动生成_待内容组校对
ése,pron,n/a,A1,,那,ése,Contexto: ése.,例句待内容组补充（ése）。,ése.jpg,A1|pron|日常,,派对,真的,海,词库自动生成_待内容组校对
bien,adv,n/a,A1,,好的,bien,Contexto: bien.,例句待内容组补充（bien）。,bien.jpg,A1|adv|日常,,死的,看待,状况,词库自动生成_待内容组校对
más,adv,n/a,A1,,更远,más,Contexto: más.,例句待内容组补充（más）。,más.jpg,A1|adv|日常,,活动,总是,占据,词库自动生成_待内容组校对
ver,v,n/a,A1,,看,ver,Contexto: ver.,例句待内容组补充（ver）。,ver.jpg,A1|v|变位|日常,,降低,害怕,是的,词库自动生成_待内容组校对
tuyo,adj,n/a,A1,,你的,tuyo,Contexto: tuyo.,例句待内容组补充（tuyo）。,tuyo.jpg,A1|adj|日常,,自由,政治的,国家,词库自动生成_待内容组校对
saber,v,n/a,A1,,知道,saber,Contexto: saber.,例句待内容组补充（saber）。,saber.jpg,A1|v|变位|日常,,房间,黑色的,仅有的,词库自动生成_待内容组校对
bueno,adj,n/a,A1,ˈbweno,好的,good,Es un buen idea.,是个好主意。,bueno.jpg,日常|形容词,,坏的,难的,贵的,词库自动生成_待内容组校对
ese,adj,n/a,A1,,那,ese,Contexto: ese.,例句待内容组补充（ese）。,ese.jpg,A1|adj|日常,,每个,位置,贫穷的,词库自动生成_待内容组校对
aquí,adv,n/a,A1,aˈki,这里,here,Estoy aquí.,我在这里。,aquí.jpg,日常|副词,,那里,哪里,到处,词库自动生成_待内容组校对
éste,pron,n/a,A1,,这,éste,Contexto: éste.,例句待内容组补充（éste）。,éste.jpg,A1|pron|日常,,问,光,接触,词库自动生成_待内容组校对
tú,pron,n/a,A1,tu,你,you,Tú hablas muy bien.,你说得很好。,tú.jpg,日常|代词,,我,他,她,词库自动生成_待内容组校对
nosotros,pron,n/a,A1,noˈsotɾos,我们,we,Nosotros estudiamos español.,我们学习西班牙语。,nosotros.jpg,日常|代词,,你们,他们,我,词库自动生成_待内容组校对
creer,v,n/a,A1,,相信,creer,Contexto: creer.,例句待内容组补充（creer）。,creer.jpg,A1|v|变位|日常,,公司,结婚,任何一个,词库自动生成_待内容组校对
ya,adv,n/a,A1,,已经,ya,Contexto: ya.,例句待内容组补充（ya）。,ya.jpg,A1|adv|日常,,达到,预约,感觉,词库自动生成_待内容组校对
o,conj,n/a,A1,,任何一个,o,Contexto: o.,例句待内容组补充（o）。,o.jpg,A1|conj|语法|日常,,关闭,放,海,词库自动生成_待内容组校对
dar,v,n/a,A1,,给,dar,Contexto: dar.,例句待内容组补充（dar）。,dar.jpg,A1|v|变位|日常,,打,熟人,人们,词库自动生成_待内容组校对
deber,v,n/a,A1,,责任,deber,Contexto: deber.,例句待内容组补充（deber）。,deber.jpg,A1|v|变位|日常,,做,忘记,查看,词库自动生成_待内容组校对
mucho,adv,n/a,A1,ˈmutʃo,很多,much/a lot,Tengo mucho trabajo.,我有很多工作。,mucho.jpg,日常|副词,,很少,一点,没有,词库自动生成_待内容组校对
otro,adj,n/a,A1,,其他,otro,Contexto: otro.,例句待内容组补充（otro）。,otro.jpg,A1|adj|日常,,写,平等的,我,词库自动生成_待内容组校对
así,adv,n/a,A1,,所以,así,Contexto: así.,例句待内容组补充（así）。,así.jpg,A1|adv|日常,,或许,年轻人,房间,词库自动生成_待内容组校对
ahora,adv,n/a,A1,aˈoɾa,现在,now,Ahora estudio.,我现在在学习。,ahora.jpg,日常|副词,,以前,以后,从不,词库自动生成_待内容组校对
vez,n,f,A1,,时间,vez,Contexto: vez.,例句待内容组补充（vez）。,vez.jpg,A1|n|日常,,主意,国家的,何塞,词库自动生成_待内容组校对
cuando,conj,n/a,A1,,什么时候,cuando,Contexto: cuando.,例句待内容组补充（cuando）。,cuando.jpg,A1|conj|语法|日常,,图像,在,游戏,词库自动生成_待内容组校对
algo,pron,n/a,A1,,某物,algo,Contexto: algo.,例句待内容组补充（algo）。,algo.jpg,A1|pron|日常,,地址,兄弟,已经,词库自动生成_待内容组校对
dejar,v,n/a,A1,,离开,dejar,Contexto: dejar.,例句待内容组补充（dejar）。,dejar.jpg,A1|v|变位|日常,,乐趣,前,死的,词库自动生成_待内容组校对
hablar,v,n/a,A1,aˈβlaɾ,说话；讲,to speak,Hablo español.,我说西班牙语。,hablar.jpg,日常|变位,专四, comer, vivir, escribir,词库自动生成_待内容组校对
pasar,v,n/a,A1,,经过,pasar,Contexto: pasar.,例句待内容组补充（pasar）。,pasar.jpg,A1|v|变位|日常,,城市,七,选择,词库自动生成_待内容组校对
mucho,adj,n/a,A1,ˈmutʃo,很多,much/a lot,Tengo mucho trabajo.,我有很多工作。,mucho.jpg,日常|副词,,很少,一点,没有,词库自动生成_待内容组校对
nada,pron,n/a,A1,,没有什么,nada,Contexto: nada.,例句待内容组补充（nada）。,nada.jpg,A1|pron|日常,,爱,后,出现,词库自动生成_待内容组校对
cómo,adv,n/a,A1,,作为,cómo,Contexto: cómo.,例句待内容组补充（cómo）。,cómo.jpg,A1|adv|日常,,绅士,物种,可能性,词库自动生成_待内容组校对
solo,adv,n/a,A1,,仅有的,solo,Contexto: solo.,例句待内容组补充（solo）。,solo.jpg,A1|adv|日常,,绅士,WHO,法官,词库自动生成_待内容组校对
sentir,v,n/a,A1,,感觉,sentir,Contexto: sentir.,例句待内容组补充（sentir）。,sentir.jpg,A1|v|变位|日常,,打,长的,手臂,词库自动生成_待内容组校对
pensar,v,n/a,A1,,思考,pensar,Contexto: pensar.,例句待内容组补充（pensar）。,pensar.jpg,A1|v|变位|日常,,学习,昨夜,称呼,词库自动生成_待内容组校对
porque,conj,n/a,A1,,因为,porque,Contexto: porque.,例句待内容组补充（porque）。,porque.jpg,A1|conj|语法|日常,,之间,增加,部长,词库自动生成_待内容组校对
esperar,v,n/a,A1,,等待,esperar,Contexto: esperar.,例句待内容组补充（esperar）。,esperar.jpg,A1|v|变位|日常,,想,甚至,节省,词库自动生成_待内容组校对
usted,pron,n/a,A1,,你,usted,Contexto: usted.,例句待内容组补充（usted）。,usted.jpg,A1|pron|日常,,照片,新的,太多了,词库自动生成_待内容组校对
día,n,m,A1,ˈdia,白天；天,day,Hoy es un buen día.,今天是美好的一天。,día.jpg,日常|名词,, night, week, month,词库自动生成_待内容组校对
año,n,m,A1,,年,año,Contexto: año.,例句待内容组补充（año）。,año.jpg,A1|n|日常,,甜的,叔叔,查看,词库自动生成_待内容组校对
padre,n,n/a,A1,,父亲,padre,Contexto: padre.,例句待内容组补充（padre）。,padre.jpg,A1|n|日常,,后,改变,在；处于（状态）,词库自动生成_待内容组校对
venir,v,n/a,A1,,来,venir,Contexto: venir.,例句待内容组补充（venir）。,venir.jpg,A1|v|变位|日常,,年轻的,火,情况,词库自动生成_待内容组校对
nuestro,adj,n/a,A1,,我们的,nuestro,Contexto: nuestro.,例句待内容组补充（nuestro）。,nuestro.jpg,A1|adj|日常,,决定,物种,脸,词库自动生成_待内容组校对
gracias,n,n/a,A1,ˈɡɾaθjas,谢谢,thank you,Muchas gracias por tu ayuda.,非常感谢你的帮助。,gracias.jpg,日常|礼貌,,对不起,请,没关系,词库自动生成_待内容组校对
cosa,n,f,A1,,东西,cosa,Contexto: cosa.,例句待内容组补充（cosa）。,cosa.jpg,A1|n|日常,,爱,重要的,和,词库自动生成_待内容组校对
dos,n,n/a,A1,,二,dos,Contexto: dos.,例句待内容组补充（dos）。,dos.jpg,A1|n|日常,,证明,喜欢,带来,词库自动生成_待内容组校对
sin,prep,n/a,A1,sin,没有,without,Café sin azúcar.,不加糖的咖啡。,sin.jpg,语法,, con, para, por,词库自动生成_待内容组校对
sobre,prep,n/a,A1,,关于,sobre,Contexto: sobre.,例句待内容组补充（sobre）。,sobre.jpg,A1|prep|语法|日常,,你的,lugar（待校对）,改变,词库自动生成_待内容组校对
solo,adj,n/a,A1,,仅有的,solo,Contexto: solo.,例句待内容组补充（solo）。,solo.jpg,A1|adj|日常,,发现,东西,轻敲,词库自动生成_待内容组校对
alguno,adj,n/a,A1,,一些,alguno,Contexto: alguno.,例句待内容组补充（alguno）。,alguno.jpg,A1|adj|日常,,放弃,死亡,正确的,词库自动生成_待内容组校对
señor,n,m,A1,,先生,señor,Contexto: señor.,例句待内容组补充（señor）。,señor.jpg,A1|n|日常,,教,被称为,说,词库自动生成_待内容组校对
mirar,v,n/a,A1,,看,mirar,Contexto: mirar.,例句待内容组补充（mirar）。,mirar.jpg,A1|v|变位|日常,,疼痛,测量,老师,词库自动生成_待内容组校对
hombre,n,n/a,A1,,男人,hombre,Contexto: hombre.,例句待内容组补充（hombre）。,hombre.jpg,A1|n|日常,,这里,买,根据,词库自动生成_待内容组校对
tiempo,n,m,A1,ˈtjempo,时间；天气,time/weather,No tengo tiempo.,我没有时间。,tiempo.jpg,日常|名词,专八,空间,金钱,机会,词库自动生成_待内容组校对
también,adv,n/a,A1,,还,también,Contexto: también.,例句待内容组补充（también）。,también.jpg,A1|adv|日常,,常见的,创造,两者都不,词库自动生成_待内容组校对
mismo,adj,n/a,A1,,相同的,mismo,Contexto: mismo.,例句待内容组补充（mismo）。,mismo.jpg,A1|adj|日常,,政治的,相机,水,词库自动生成_待内容组校对
necesitar,v,n/a,A1,,需要,necesitar,Contexto: necesitar.,例句待内容组补充（necesitar）。,necesitar.jpg,A1|v|变位|日常,,这么多,进入,所以,词库自动生成_待内容组校对
casa,n,f,A1,ˈkasa,房子；家,house,Vivo en una casa pequeña.,我住在一所小房子里。,casa.jpg,日常|名词,,学校,汽车,办公室,词库自动生成_待内容组校对
llevar,v,n/a,A1,,携带,llevar,Contexto: llevar.,例句待内容组补充（llevar）。,llevar.jpg,A1|v|变位|日常,,能,约翰,列表,词库自动生成_待内容组校对
tan,adv,n/a,A1,,所以,tan,Contexto: tan.,例句待内容组补充（tan）。,tan.jpg,A1|adv|日常,,写,帐户,哟,词库自动生成_待内容组校对
entonces,adv,n/a,A1,,所以,entonces,Contexto: entonces.,例句待内容组补充（entonces）。,entonces.jpg,A1|adv|日常,,系统,愚蠢的,星星,词库自动生成_待内容组校对
encontrar,v,n/a,A1,,寻找,encontrar,Contexto: encontrar.,例句待内容组补充（encontrar）。,encontrar.jpg,A1|v|变位|日常,,价格,男生,亲爱的,词库自动生成_待内容组校对
volver,v,n/a,A1,,返回,volver,Contexto: volver.,例句待内容组补充（volver）。,volver.jpg,A1|v|变位|日常,,存在,那里,低的,词库自动生成_待内容组校对
llamar,v,n/a,A1,,称呼,llamar,Contexto: llamar.,例句待内容组补充（llamar）。,llamar.jpg,A1|v|变位|日常,,健康,那里,手术,词库自动生成_待内容组校对
parecer,v,n/a,A1,,似乎,parecer,Contexto: parecer.,例句待内容组补充（parecer）。,parecer.jpg,A1|v|变位|日常,,一半,在哪里,那,词库自动生成_待内容组校对
nuevo,adj,n/a,A1,ˈnweβo,新的,new,Compro un coche nuevo.,我买了一辆新车。,nuevo.jpg,日常|形容词,,旧的,破的,脏的,词库自动生成_待内容组校对
mejor,adj,n/a,A1,,更好的,mejor,Contexto: mejor.,例句待内容组补充（mejor）。,mejor.jpg,A1|adj|日常,,老师,学习,相同的,词库自动生成_待内容组校对
primero,adj,n/a,A1,,第一的,primero,Contexto: primero.,例句待内容组补充（primero）。,primero.jpg,A1|adj|日常,,魔鬼,查看,百万,词库自动生成_待内容组校对
verdad,n,f,A1,,真的,verdad,Contexto: verdad.,例句待内容组补充（verdad）。,verdad.jpg,A1|n|日常,,衣服,隐藏,血,词库自动生成_待内容组校对
hasta,prep,n/a,A1,,直到,hasta,Contexto: hasta.,例句待内容组补充（hasta）。,hasta.jpg,A1|prep|语法|日常,,政治的,爱,到,词库自动生成_待内容组校对
quién,pron,n/a,A1,,WHO,quién,Contexto: quién.,例句待内容组补充（quién）。,quién.jpg,A1|pron|日常,,水,爱,矿,词库自动生成_待内容组校对
vida,n,f,A1,,生活,vida,Contexto: vida.,例句待内容组补充（vida）。,vida.jpg,A1|n|日常,,孩子,等级,你的,词库自动生成_待内容组校对
nunca,adv,n/a,A1,ˈnuŋka,从不,never,Nunca como carne.,我从不吃肉。,nunca.jpg,日常|副词,专八,总是,经常,有时,词库自动生成_待内容组校对
tomar,v,n/a,A1,,拿,tomar,Contexto: tomar.,例句待内容组补充（tomar）。,tomar.jpg,A1|v|变位|日常,,好的,移动,这,词库自动生成_待内容组校对
quedar,v,n/a,A1,,quedar（待校对）,quedar,Contexto: quedar.,例句待内容组补充（quedar）。,quedar.jpg,A1|v|变位|日常,,携带,自己的,谁,词库自动生成_待内容组校对
grande,adj,n/a,A1,ˈɡɾande,大的,big,Mi casa es grande.,我的房子很大。,grande.jpg,日常|形容词,,小的,短的,矮的,词库自动生成_待内容组校对
llegar,v,n/a,A1,,到达,llegar,Contexto: llegar.,例句待内容组补充（llegar）。,llegar.jpg,A1|v|变位|日常,,似乎,坏的,昨夜,词库自动生成_待内容组校对
hola,n,n/a,A1,ˈola,你好,hello,¡Hola! ¿Cómo estás?,你好！你怎么样？,hola.jpg,日常|问候,,再见,谢谢,对不起,词库自动生成_待内容组校对
chico,n,m,A1,,男生,chico,Contexto: chico.,例句待内容组补充（chico）。,chico.jpg,A1|n|日常,,否定,和平,你,词库自动生成_待内容组校对
poner,v,n/a,A1,,放,poner,Contexto: poner.,例句待内容组补充（poner）。,poner.jpg,A1|v|变位|日常,,礼物,禁运,过去的,词库自动生成_待内容组校对
oír,v,n/a,A1,,听到,oír,Contexto: oír.,例句待内容组补充（oír）。,oír.jpg,A1|v|变位|日常,,歌曲,准备好了,爱,词库自动生成_待内容组校对
noche,n,f,A1,ˈnotʃe,夜晚,night,Buenas noches.,晚安。,noche.jpg,日常|名词,, 早晨, 下午, 中午,词库自动生成_待内容组校对
mí,pron,n/a,A1,,我的,mí,Contexto: mí.,例句待内容组补充（mí）。,mí.jpg,A1|pron|日常,,哦,纸,关于,词库自动生成_待内容组校对
hijo,n,m,A1,,儿子,hijo,Contexto: hijo.,例句待内容组补充（hijo）。,hijo.jpg,A1|n|日常,,状态,场地,昨夜,词库自动生成_待内容组校对
dónde,adv,n/a,A1,,在哪里,dónde,Contexto: dónde.,例句待内容组补充（dónde）。,dónde.jpg,A1|adv|日常,,它,男朋友,值得,词库自动生成_待内容组校对
ni,conj,n/a,A1,,两者都不,ni,Contexto: ni.,例句待内容组补充（ni）。,ni.jpg,A1|conj|语法|日常,,听到,信息,信息,词库自动生成_待内容组校对
salir,v,n/a,A1,,出去,salir,Contexto: salir.,例句待内容组补充（salir）。,salir.jpg,A1|v|变位|日常,,黑色的,悲伤,贫穷的,词库自动生成_待内容组校对
favor,n,m,A1,,青睐,favor,Contexto: favor.,例句待内容组补充（favor）。,favor.jpg,A1|n|日常,,一半,他,反对,词库自动生成_待内容组校对
gustar,v,n/a,A1,,喜欢,gustar,Contexto: gustar.,例句待内容组补充（gustar）。,gustar.jpg,A1|v|变位|日常,,是；对,很少,消除,词库自动生成_待内容组校对
seguir,v,n/a,A1,,继续,seguir,Contexto: seguir.,例句待内容组补充（seguir）。,seguir.jpg,A1|v|变位|日常,,原谅,称重,某物,词库自动生成_待内容组校对
amigo,n,m,A1,aˈmiɣo,朋友（男）,friend (m),Mi amigo es simpático.,我的朋友很友好。,amigo.jpg,日常|名词,,敌人,老师,陌生人,词库自动生成_待内容组校对
oh,n,n/a,A1,,哦,oh,Contexto: oh.,例句待内容组补充（oh）。,oh.jpg,A1|n|日常,,但,担心,创造,词库自动生成_待内容组校对
siempre,adv,n/a,A1,ˈsjempɾe,总是,always,Siempre desayuno a las siete.,我总是七点吃早餐。,siempre.jpg,日常|副词,专八,从不,有时, rarely,词库自动生成_待内容组校对
hecho,n,m,A1,,制成,hecho,Contexto: hecho.,例句待内容组补充（hecho）。,hecho.jpg,A1|n|日常,,第二,国家,房间,词库自动生成_待内容组校对
papá,n,n/a,A1,,爸爸,papá,Contexto: papá.,例句待内容组补充（papá）。,papá.jpg,A1|n|日常,,他的,好的,很快,词库自动生成_待内容组校对
dios,n,n/a,A1,,上帝,dios,Contexto: dios.,例句待内容组补充（dios）。,dios.jpg,A1|n|日常,,等待,千,头,词库自动生成_待内容组校对
antes,adv,n/a,A1,,前,antes,Contexto: antes.,例句待内容组补充（antes）。,antes.jpg,A1|adv|日常,,清楚的,系统,索莱尔,词库自动生成_待内容组校对
desde,prep,n/a,A1,,从,desde,Contexto: desde.,例句待内容组补充（desde）。,desde.jpg,A1|prep|语法|日常,,当然,快乐的,形状,词库自动生成_待内容组校对
conocer,v,n/a,A1,,知道,conocer,Contexto: conocer.,例句待内容组补充（conocer）。,conocer.jpg,A1|v|变位|日常,,主意,线,发现,词库自动生成_待内容组校对
poco,adv,n/a,A1,ˈpoko,很少,little/few,Hablas un poco de español.,你会说一点西语。,poco.jpg,日常|副词,,很多,全部,永远,词库自动生成_待内容组校对
ahí,adv,n/a,A1,,那里,ahí,Contexto: ahí.,例句待内容组补充（ahí）。,ahí.jpg,A1|adv|日常,,恢复,更喜欢,称重,词库自动生成_待内容组校对
alguien,pron,n/a,A1,,某人,alguien,Contexto: alguien.,例句待内容组补充（alguien）。,alguien.jpg,A1|pron|日常,,甜的,禁运,听到,词库自动生成_待内容组校对
trabajo,n,m,A1,tɾaˈβaxo,工作,work,Tengo mucho trabajo.,我有很多工作。,trabajo.jpg,日常|名词,专四,休息,游戏,旅行,词库自动生成_待内容组校对
mujer,n,n/a,A1,,女性,mujer,Contexto: mujer.,例句待内容组补充（mujer）。,mujer.jpg,A1|n|日常,,转变,对待,簇,词库自动生成_待内容组校对
entre,prep,n/a,A1,,之间,entre,Contexto: entre.,例句待内容组补充（entre）。,entre.jpg,A1|prep|语法|日常,,方式,那,头脑,词库自动生成_待内容组校对
después,adv,n/a,A1,,后,después,Contexto: después.,例句待内容组补充（después）。,después.jpg,A1|adv|日常,,大约,任何,有,词库自动生成_待内容组校对
parte,n,n/a,A1,,部分,parte,Contexto: parte.,例句待内容组补充（parte）。,parte.jpg,A1|n|日常,,很多,行动,男人,词库自动生成_待内容组校对
mi,n,n/a,A1,,我的,mi,Contexto: mi.,例句待内容组补充（mi）。,mi.jpg,A1|n|日常,,看待,足够的,街道,词库自动生成_待内容组校对
acuerdo,n,m,A1,,协议,acuerdo,Contexto: acuerdo.,例句待内容组补充（acuerdo）。,acuerdo.jpg,A1|n|日常,,控制,教,简单的,词库自动生成_待内容组校对
escuchar,v,n/a,A1,,听到,escuchar,Contexto: escuchar.,例句待内容组补充（escuchar）。,escuchar.jpg,A1|v|变位|日常,,工作,摊位,执行,词库自动生成_待内容组校对
momento,n,m,A1,,片刻,momento,Contexto: momento.,例句待内容组补充（momento）。,momento.jpg,A1|n|日常,,远的,协议,邮政,词库自动生成_待内容组校对
matar,v,n/a,A1,,杀,matar,Contexto: matar.,例句待内容组补充（matar）。,matar.jpg,A1|v|变位|日常,,提供,信息,寻找,词库自动生成_待内容组校对
donde,pron,n/a,A1,,在哪里,donde,Contexto: donde.,例句待内容组补充（donde）。,donde.jpg,A1|pron|日常,,难的,安全,爱,词库自动生成_待内容组校对
seguro,adj,n/a,A1,,当然,seguro,Contexto: seguro.,例句待内容组补充（seguro）。,seguro.jpg,A1|adj|日常,,绅士,酒店,责备,词库自动生成_待内容组校对
mundo,n,m,A1,,世界,mundo,Contexto: mundo.,例句待内容组补充（mundo）。,mundo.jpg,A1|n|日常,,相同的,年轻的,接受,词库自动生成_待内容组校对
gente,n,n/a,A1,,人们,gente,Contexto: gente.,例句待内容组补充（gente）。,gente.jpg,A1|n|日常,,这里,是的,从不,词库自动生成_待内容组校对
niño,n,m,A1,,孩子,niño,Contexto: niño.,例句待内容组补充（niño）。,niño.jpg,A1|n|日常,,在,活动,信息,词库自动生成_待内容组校对
hora,n,f,A1,,小时,hora,Contexto: hora.,例句待内容组补充（hora）。,hora.jpg,A1|n|日常,,更糟,年轻的,人类,词库自动生成_待内容组校对
buscar,v,n/a,A1,,寻找,buscar,Contexto: buscar.,例句待内容组补充（buscar）。,buscar.jpg,A1|v|变位|日常,,观点,下列的,更好的,词库自动生成_待内容组校对
problema,n,m,A1,,问题,problema,Contexto: problema.,例句待内容组补充（problema）。,problema.jpg,A1|n|日常,,哭,能,错误,词库自动生成_待内容组校对
estado,n,m,A1,,状态,estado,Contexto: estado.,例句待内容组补充（estado）。,estado.jpg,A1|n|日常,,普通的,递送,禁运,词库自动生成_待内容组校对
lugar,n,n/a,A1,,lugar（待校对）,lugar,Contexto: lugar.,例句待内容组补充（lugar）。,lugar.jpg,A1|n|日常,,千,古老的,看,词库自动生成_待内容组校对
nadie,pron,n/a,A1,,没有人,nadie,Contexto: nadie.,例句待内容组补充（nadie）。,nadie.jpg,A1|pron|日常,,孩子,年轻的,狗,词库自动生成_待内容组校对
tal,pron,n/a,A1,,这样的,tal,Contexto: tal.,例句待内容组补充（tal）。,tal.jpg,A1|pron|日常,,与我一起,反对,盐,词库自动生成_待内容组校对
ayudar,v,n/a,A1,,帮助,ayudar,Contexto: ayudar.,例句待内容组补充（ayudar）。,ayudar.jpg,A1|v|变位|日常,,何塞,女性,增加,词库自动生成_待内容组校对
perder,v,n/a,A1,,失去,perder,Contexto: perder.,例句待内容组补充（perder）。,perder.jpg,A1|v|变位|日常,,目的,在；处于（状态）,六,词库自动生成_待内容组校对
ustedes,pron,n/a,A1,,你,ustedes,Contexto: ustedes.,例句待内容组补充（ustedes）。,ustedes.jpg,A1|pron|日常,,未来,索莱尔,社会,词库自动生成_待内容组校对
persona,n,f,A1,,人,persona,Contexto: persona.,例句待内容组补充（persona）。,persona.jpg,A1|n|日常,,交易,发生,后,词库自动生成_待内容组校对
