lemma,pos,gender,level,sense,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
aparecer,v,n/a,B1,1,,出现；露面,,Apareció de repente.,他突然出现了。,,易混词支持|B1|v,专四,消失,似乎,寻找,易混词辨析配套词条_2026-07
vencer,v,n/a,B1,1,,战胜；克服；到期,,Venció al rival.,他战胜了对手。,,易混词支持|B1|v,专四,输掉,参加,放弃,易混词辨析配套词条_2026-07
pasar,v,n/a,A2,1,,发生；经过；度过,,¿Qué pasó?,发生了什么？,,易混词支持|A2|v,专四,停留,开始,结束,易混词辨析配套词条_2026-07
ocurrir,v,n/a,B1,1,,发生,,Eso ocurre a menudo.,那经常发生。,,易混词支持|B1|v,专四,避免,计划,假装,易混词辨析配套词条_2026-07
acabar,v,n/a,A2,1,,结束；用完；刚刚做完,,Acabo de llegar.,我刚到。,,易混词支持|A2|v,专四,开始,继续,暂停,易混词辨析配套词条_2026-07
comenzar,v,n/a,A2,1,,开始,,La clase comienza a las nueve.,九点开始上课。,,易混词支持|A2|v,专四,结束,暂停,取消,易混词辨析配套词条_2026-07
funcionar,v,n/a,A2,1,,运转；起作用,,El teléfono no funciona.,电话坏了。,,易混词支持|A2|v,专四,工作（职业）,损坏,停止,易混词辨析配套词条_2026-07
suceder,v,n/a,B1,1,,发生；接着发生,,No sé qué sucedió.,我不知道发生了什么。,,易混词支持|B1|v,专四,计划,解释,否认,易混词辨析配套词条_2026-07
pero,conj,n/a,A2,1,,但是；可是,,"Quiero ir, pero estoy cansado.",我想去，但是很累。,,易混词支持|A2|conj,专四,并且,因为,所以,易混词辨析配套词条_2026-07
sino,conj,n/a,B1,1,,而是（用于否定后）,,"No es rojo, sino azul.",不是红色，而是蓝色。,,易混词支持|B1|conj,专四,但是,并且,或者,易混词辨析配套词条_2026-07
aunque,conj,n/a,A2,1,,虽然；即使,,"Aunque llueve, salgo.",虽然下雨，我还是出门。,,易混词支持|A2|conj,专四,因为,所以,但是,易混词辨析配套词条_2026-07
mientras,conj,n/a,A2,1,,当…时；而（对比）,,Estudio mientras escuchas música.,你听音乐时我学习。,,易混词支持|A2|conj,专四,在…期间,之后,之前,易混词辨析配套词条_2026-07
durante,prep,n/a,A2,1,,在…期间,,Durante la clase no hablamos.,上课期间我们不说话。,,易混词支持|A2|prep,专四,当…时,之后,之前,易混词辨析配套词条_2026-07
antes,adv,n/a,A1,1,,以前；之前,,Antes vivía en Madrid.,以前我住在马德里。,,易混词支持|A1|adv,专四,以后,现在,已经,易混词辨析配套词条_2026-07
después,adv,n/a,A1,1,,以后；然后,,Después comemos.,然后我们吃饭。,,易混词支持|A1|adv,专四,以前,现在,已经,易混词辨析配套词条_2026-07
desde,prep,n/a,A2,1,,从…起；自从,,Vivo aquí desde 2020.,我从2020年起住在这里。,,易混词支持|A2|prep,专四,直到,朝向,在…里,易混词辨析配套词条_2026-07
hasta,prep,n/a,A2,1,,直到；甚至,,Trabajo hasta las seis.,我工作到六点。,,易混词支持|A2|prep,专四,从,朝向,在…之间,易混词辨析配套词条_2026-07
hacia,prep,n/a,A2,1,,朝向；对于,,Caminamos hacia el parque.,我们朝公园走。,,易混词支持|A2|prep,专四,直到,从,在…里,易混词辨析配套词条_2026-07
entre,prep,n/a,A2,1,,在…之间,,El libro está entre los dos.,书在两者之间。,,易混词支持|A2|prep,专四,在…上,朝向,没有,易混词辨析配套词条_2026-07
sobre,prep,n/a,A2,1,,在…上面；关于,,Hablo sobre el tema.,我谈论这个主题。,,易混词支持|A2|prep,专四,在…下,没有,和,易混词辨析配套词条_2026-07
bajo,prep,n/a,A2,1,,在…下面；在…之下,,Está bajo la mesa.,它在桌子下面。,,易混词支持|A2|prep,专四,在…上,关于,之间,易混词辨析配套词条_2026-07
sin,prep,n/a,A1,1,,没有；不带,,Café sin azúcar.,不加糖的咖啡。,,易混词支持|A1|prep,专四,和,用,在,易混词辨析配套词条_2026-07
con,prep,n/a,A1,1,,和；用；带有,,Voy con Ana.,我和安娜一起去。,,易混词支持|A1|prep,专四,没有,在,从,易混词辨析配套词条_2026-07
ya,adv,n/a,A1,1,,已经；马上,,Ya terminé.,我已经完成了。,,易混词支持|A1|adv,专四,还,仍然,从不,易混词辨析配套词条_2026-07
siempre,adv,n/a,A1,1,,总是；永远,,Siempre llego temprano.,我总是早到。,,易混词支持|A1|adv,专四,从不,有时,已经,易混词辨析配套词条_2026-07
nunca,adv,n/a,A1,1,,从不；绝不,,Nunca miento.,我从不说谎。,,易混词支持|A1|adv,专四,总是,有时,已经,易混词辨析配套词条_2026-07
jamás,adv,n/a,B1,1,,永不；从不（语气更强）,,Jamás lo olvidaré.,我永远不会忘记。,,易混词支持|B1|adv,专四,总是,有时,已经,易混词辨析配套词条_2026-07
casi,adv,n/a,A2,1,,几乎；差不多,,Casi llego tarde.,我差点迟到。,,易混词支持|A2|adv,专四,刚刚,只有,太,易混词辨析配套词条_2026-07
apenas,adv,n/a,B1,1,,刚刚；几乎不,,Apenas tengo tiempo.,我几乎没有时间。,,易混词支持|B1|adv,专四,很多,总是,已经,易混词辨析配套词条_2026-07
solo,adv,n/a,A2,1,,只；仅仅,,Solo quiero agua.,我只想要水。,,易混词支持|A2|adv,专四,也,很多,已经,易混词辨析配套词条_2026-07
alguien,pron,n/a,A2,1,,某人；有人,,Alguien llama a la puerta.,有人敲门。,,易混词支持|A2|pron,专四,没人,某物,什么也没有,易混词辨析配套词条_2026-07
nadie,pron,n/a,A2,1,,没有人,,Nadie lo sabe.,没有人知道。,,易混词支持|A2|pron,专四,某人,大家,任何人,易混词辨析配套词条_2026-07
algo,pron,n/a,A1,1,,某事；一点,,Quiero algo de comer.,我想吃点东西。,,易混词支持|A1|pron,专四,什么也没有,某人,每个,易混词辨析配套词条_2026-07
nada,pron,n/a,A1,1,,什么也没有,,No quiero nada.,我什么都不要。,,易混词支持|A1|pron,专四,某物,某人,一切,易混词辨析配套词条_2026-07
alguno,pron,n/a,A2,1,,某个；一些,,¿Hay alguno libre?,有空的吗？,,易混词支持|A2|pron,专四,没有一个,全部,每个,易混词辨析配套词条_2026-07
ninguno,pron,n/a,A2,1,,一个也没有,,No tengo ninguno.,我一个也没有。,,易混词支持|A2|pron,专四,一些,全部,某个,易混词辨析配套词条_2026-07
este,adj,n/a,A1,1,,这个,,Este libro es nuevo.,这本书是新的。,,易混词支持|A1|adj,专四,那个,我的,每个,易混词辨析配套词条_2026-07
ese,adj,n/a,A1,1,,那个（中距）,,Ese libro es mío.,那本书是我的。,,易混词支持|A1|adj,专四,这个,那个（远）,我的,易混词辨析配套词条_2026-07
aquel,adj,n/a,A2,1,,那个（较远）,,Aquella casa es antigua.,那栋（远处的）房子很旧。,,易混词支持|A2|adj,专四,这个,那个（中）,我的,易混词辨析配套词条_2026-07
interesar,v,n/a,A2,1,,使感兴趣,,Me interesa la historia.,我对历史感兴趣。,,易混词支持|A2|v,专四,喜欢,讨厌,害怕,易混词辨析配套词条_2026-07
importar,v,n/a,A2,1,,重要；在乎,,No me importa.,我不在乎。,,易混词支持|A2|v,专四,喜欢,讨厌,需要,易混词辨析配套词条_2026-07
doler,v,n/a,A2,1,,疼痛；使心痛,,Me duele la cabeza.,我头疼。,,易混词支持|A2|v,专四,喜欢,害怕,想要,易混词辨析配套词条_2026-07
resultar,v,n/a,B1,1,,结果是；显得,,Resultó difícil.,结果很难。,,易混词支持|B1|v,专四,开始,似乎,成为,易混词辨析配套词条_2026-07
ponerse,v,n/a,A2,1,,穿上；变得（常较短暂）,,Se puso rojo.,他脸红了。,,易混词支持|A2|v,专四,变成,成为,保持,易混词辨析配套词条_2026-07
volverse,v,n/a,B1,1,,变得（较持久）,,Se volvió muy serio.,他变得很严肃。,,易混词支持|B1|v,专四,穿上,到达,离开,易混词辨析配套词条_2026-07
hacerse,v,n/a,B1,1,,成为；变成（职业/身份等）,,Se hizo médico.,他当了医生。,,易混词支持|B1|v,专四,看起来,似乎,留下,易混词辨析配套词条_2026-07
llegar,v,n/a,A1,1,,到达；抵达,,Llegamos a las tres.,我们三点到。,,易混词支持|A1|v,专四,离开,返回,进入,易混词辨析配套词条_2026-07
convertirse,v,n/a,B1,1,,转变成,,Se convirtió en un experto.,他变成了专家。,,易混词支持|B1|v,专四,到达,开始,结束,易混词辨析配套词条_2026-07
seguir,v,n/a,A2,1,,继续；跟随,,Sigue estudiando.,他继续学习。,,易混词支持|A2|v,专四,停止,开始,放弃,易混词辨析配套词条_2026-07
continuar,v,n/a,A2,1,,继续,,Continuamos el viaje.,我们继续旅行。,,易混词支持|A2|v,专四,停止,开始,取消,易混词辨析配套词条_2026-07
andar,v,n/a,A2,1,,走；行走,,Ando cansado.,我挺累的。,,易混词支持|A2|v,专四,跑,飞,游,易混词辨析配套词条_2026-07
caminar,v,n/a,A2,1,,步行；走路,,Caminamos por el parque.,我们在公园散步。,,易混词支持|A2|v,专四,跑,坐,停,易混词辨析配套词条_2026-07
correr,v,n/a,A1,1,,跑,,Corro cada mañana.,我每天早上跑步。,,易混词支持|A1|v,专四,走,跳,爬,易混词辨析配套词条_2026-07
subir,v,n/a,A2,1,,上去；提高,,Subo las escaleras.,我上楼梯。,,易混词支持|A2|v,专四,下来,进入,离开,易混词辨析配套词条_2026-07
bajar,v,n/a,A2,1,,下来；下降,,Bajo del autobús.,我下公交车。,,易混词支持|A2|v,专四,上去,进入,打开,易混词辨析配套词条_2026-07
entrar,v,n/a,A1,1,,进入,,Entra en la clase.,他进入教室。,,易混词支持|A1|v,专四,出去,上去,下来,易混词辨析配套词条_2026-07
abrir,v,n/a,A1,1,,打开,,Abre la ventana.,打开窗户。,,易混词支持|A1|v,专四,关闭,开始,结束,易混词辨析配套词条_2026-07
cerrar,v,n/a,A1,1,,关闭,,Cierra la puerta.,关上门。,,易混词支持|A1|v,专四,打开,开始,离开,易混词辨析配套词条_2026-07
encender,v,n/a,A2,1,,点燃；打开（电器）,,Enciende la luz.,打开灯。,,易混词支持|A2|v,专四,关掉,打开门,关闭门,易混词辨析配套词条_2026-07
apagar,v,n/a,A2,1,,熄灭；关掉,,Apaga el móvil.,关掉手机。,,易混词支持|A2|v,专四,打开,点燃,开始,易混词辨析配套词条_2026-07
despertar,v,n/a,A2,1,,唤醒,,Despierto a los niños.,我叫醒孩子们。,,易混词支持|A2|v,专四,睡着,起床,睡觉,易混词辨析配套词条_2026-07
despertarse,v,n/a,A2,1,,醒来,,Me despierto a las siete.,我七点醒来。,,易混词支持|A2|v,专四,睡觉,躺下,起床,易混词辨析配套词条_2026-07
dormir,v,n/a,A1,1,,睡觉,,Duermo ocho horas.,我睡八小时。,,易混词支持|A1|v,专四,醒来,起床,工作,易混词辨析配套词条_2026-07
dormirse,v,n/a,A2,1,,睡着,,Me dormí en el sofá.,我在沙发上睡着了。,,易混词支持|A2|v,专四,醒来,起床,跑步,易混词辨析配套词条_2026-07
acostarse,v,n/a,A2,1,,躺下睡觉,,Me acuesto a las once.,我十一点上床。,,易混词支持|A2|v,专四,起床,醒来,工作,易混词辨析配套词条_2026-07
levantarse,v,n/a,A2,1,,起床；起身,,Me levanto temprano.,我早起。,,易混词支持|A2|v,专四,躺下,睡着,坐下,易混词辨析配套词条_2026-07
casarse,v,n/a,A2,1,,结婚,,Se casaron en junio.,他们六月结婚了。,,易混词支持|A2|v,专四,离婚,认识,见面,易混词辨析配套词条_2026-07
llamar,v,n/a,A1,1,,呼叫；打电话,,Te llamo luego.,我稍后给你打电话。,,易混词支持|A1|v,专四,名叫,回答,写,易混词辨析配套词条_2026-07
llamarse,v,n/a,A1,1,,名叫,,Me llamo Ana.,我叫安娜。,,易混词支持|A1|v,专四,打电话,叫喊,回答,易混词辨析配套词条_2026-07
sentarse,v,n/a,A2,1,,坐下,,"Siéntate, por favor.",请坐。,,易混词支持|A2|v,专四,站起,躺下,跑,易混词辨析配套词条_2026-07
caer,v,n/a,A2,1,,落下；掉落,,La lluvia cae.,雨落下。,,易混词支持|A2|v,专四,上升,扔,拿,易混词辨析配套词条_2026-07
caerse,v,n/a,A2,1,,摔倒,,Me caí en la calle.,我在街上摔倒了。,,易混词支持|A2|v,专四,站起,跑,跳,易混词辨析配套词条_2026-07
romper,v,n/a,A2,1,,打破；弄破,,Rompió el vaso.,他打破了杯子。,,易混词支持|A2|v,专四,修理,打开,关闭,易混词辨析配套词条_2026-07
romperse,v,n/a,A2,1,,破碎；骨折,,Se rompió el brazo.,他胳膊骨折了。,,易混词支持|A2|v,专四,修理,愈合,打开,易混词辨析配套词条_2026-07
mover,v,n/a,A2,1,,移动（某物）,,Mueve la silla.,搬一下椅子。,,易混词支持|A2|v,专四,移动自己,停止,固定,易混词辨析配套词条_2026-07
moverse,v,n/a,A2,1,,移动；走动,,No te muevas.,别动。,,易混词支持|A2|v,专四,移动某物,坐下,睡觉,易混词辨析配套词条_2026-07
cambiar,v,n/a,A2,1,,改变；更换,,Cambio de opinión.,我改变主意。,,易混词支持|A2|v,专四,保持,交换,归还,易混词辨析配套词条_2026-07
prestar,v,n/a,A2,1,,借出,,Te presto mi libro.,我把书借给你。,,易混词支持|A2|v,专四,借入,归还,买,易混词辨析配套词条_2026-07
alquilar,v,n/a,A2,1,,租,,Alquilo un piso.,我租一套公寓。,,易混词支持|A2|v,专四,买,卖,借出,易混词辨析配套词条_2026-07
comprar,v,n/a,A1,1,,买,,Compro pan.,我买面包。,,易混词支持|A1|v,专四,卖,租,借,易混词辨析配套词条_2026-07
vender,v,n/a,A1,1,,卖,,Vende frutas.,他卖水果。,,易混词支持|A1|v,专四,买,租,送,易混词辨析配套词条_2026-07
pagar,v,n/a,A1,1,,支付,,Pago la cuenta.,我买单。,,易混词支持|A1|v,专四,收取,欠,借,易混词辨析配套词条_2026-07
cobrar,v,n/a,A2,1,,收取（钱）,,Cobro el sueldo.,我领工资。,,易混词支持|A2|v,专四,支付,买,卖,易混词辨析配套词条_2026-07
costar,v,n/a,A2,1,,花费；值,,¿Cuánto cuesta?,多少钱？,,易混词支持|A2|v,专四,支付,收取,值得,易混词辨析配套词条_2026-07
valer,v,n/a,A2,1,,值；值得,,Vale la pena.,值得。,,易混词支持|A2|v,专四,花费,买,卖,易混词辨析配套词条_2026-07
durar,v,n/a,A2,1,,持续,,La película dura dos horas.,电影持续两小时。,,易混词支持|A2|v,专四,花时间（人）,开始,结束,易混词辨析配套词条_2026-07
tardar,v,n/a,A2,1,,花时间（人做某事）,,Tardo diez minutos.,我花十分钟。,,易混词支持|A2|v,专四,持续,开始,到达,易混词辨析配套词条_2026-07
soler,v,n/a,B1,1,,通常；往往,,Suelo leer por la noche.,我通常晚上读书。,,易混词支持|B1|v,专四,开始,停止,喜欢,易混词辨析配套词条_2026-07
acostumbrarse,v,n/a,B1,1,,习惯于,,Me acostumbro al clima.,我习惯了气候。,,易混词支持|B1|v,专四,通常,开始,停止,易混词辨析配套词条_2026-07
permitir,v,n/a,B1,1,,允许,,No permiten fumar.,不允许吸烟。,,易混词支持|B1|v,专四,留下,禁止,要求,易混词辨析配套词条_2026-07
deber,v,n/a,A2,1,,应该；欠,,Debo estudiar más.,我应该多学习。,,易混词支持|A2|v,专四,能够,想要,必须,易混词辨析配套词条_2026-07
poder,v,n/a,A1,1,,能够；可以,,Puedo nadar.,我会游泳。,,易混词支持|A1|v,专四,应该,想要,必须,易混词辨析配套词条_2026-07
querer,v,n/a,A1,1,,想要；爱,,Quiero café.,我想要咖啡。,,易混词支持|A1|v,专四,能够,应该,知道,易混词辨析配套词条_2026-07
preferir,v,n/a,A2,1,,更喜欢,,Prefiero té.,我更喜欢茶。,,易混词支持|A2|v,专四,喜欢,讨厌,想要,易混词辨析配套词条_2026-07
ahora,adv,n/a,A1,1,,现在,,Ahora estudio.,我现在学习。,,易混词支持|A1|adv,专四,已经,以前,以后,易混词辨析配套词条_2026-07
aquí,adv,n/a,A1,1,,这里,,Ven aquí.,到这里来。,,易混词支持|A1|adv,专四,那里,那边,到处,易混词辨析配套词条_2026-07
allí,adv,n/a,A1,1,,那里（较远）,,Está allí.,在那里。,,易混词支持|A1|adv,专四,这里,那边,附近,易混词辨析配套词条_2026-07
ahí,adv,n/a,A2,1,,那边（中距）,,Ponte ahí.,站到那边。,,易混词支持|A2|adv,专四,这里,那里,到处,易混词辨析配套词条_2026-07
poco,adv,n/a,A1,1,,很少；一点,,Duermo poco.,我睡得很少。,,易混词支持|A1|adv,专四,很多,太,更,易混词辨析配套词条_2026-07
más,adv,n/a,A1,1,,更多；更,,Quiero más.,我想要更多。,,易混词支持|A1|adv,专四,更少,很,也,易混词辨析配套词条_2026-07
menos,adv,n/a,A1,1,,更少；较少,,Habla menos.,少说点。,,易混词支持|A1|adv,专四,更多,很,太,易混词辨析配套词条_2026-07
mejor,adj,n/a,A2,1,,更好的,,Es mejor.,更好。,,易混词支持|A2|adj,专四,更差,好,坏,易混词辨析配套词条_2026-07
peor,adj,n/a,A2,1,,更差的,,Es peor.,更差。,,易混词支持|A2|adj,专四,更好,坏,好,易混词辨析配套词条_2026-07
mayor,adj,n/a,A2,1,,更大的；更年长的,,Mi hermano mayor.,我哥哥。,,易混词支持|A2|adj,专四,更小,大,小,易混词辨析配套词条_2026-07
menor,adj,n/a,A2,1,,更小的；更年幼的,,El hijo menor.,小儿子。,,易混词支持|A2|adj,专四,更大,小,大,易混词辨析配套词条_2026-07
primero,adj,n/a,A1,1,,第一；首先,,El primer día.,第一天。,,易混词支持|A1|adj,专四,最后,第二,唯一,易混词辨析配套词条_2026-07
último,adj,n/a,A1,1,,最后的,,El último tren.,末班车。,,易混词支持|A1|adj,专四,第一,下一个,唯一,易混词辨析配套词条_2026-07
temprano,adv,n/a,A1,1,,早,,Llego temprano.,我早到。,,易混词支持|A1|adv,专四,晚,现在,已经,易混词辨析配套词条_2026-07
tarde,adv,n/a,A1,1,,晚；下午,,Llegué tarde.,我迟到了。,,易混词支持|A1|adv,专四,早,现在,已经,易混词辨析配套词条_2026-07
cerca,adv,n/a,A1,1,,近,,Vivo cerca.,我住得近。,,易混词支持|A1|adv,专四,远,这里,那里,易混词辨析配套词条_2026-07
lejos,adv,n/a,A1,1,,远,,Está lejos.,很远。,,易混词支持|A1|adv,专四,近,这里,那里,易混词辨析配套词条_2026-07
dentro,adv,n/a,A1,1,,里面,,Está dentro.,在里面。,,易混词支持|A1|adv,专四,外面,上面,下面,易混词辨析配套词条_2026-07
fuera,adv,n/a,A1,1,,外面,,Espera fuera.,在外面等。,,易混词支持|A1|adv,专四,里面,上面,下面,易混词辨析配套词条_2026-07
arriba,adv,n/a,A1,1,,上面,,Mira arriba.,往上看。,,易混词支持|A1|adv,专四,下面,里面,外面,易混词辨析配套词条_2026-07
abajo,adv,n/a,A1,1,,下面,,Firma abajo.,在下方签名。,,易混词支持|A1|adv,专四,上面,里面,外面,易混词辨析配套词条_2026-07
delante,adv,n/a,A2,1,,前面,,Delante de la casa.,在房子前面。,,易混词支持|A2|adv,专四,后面,旁边,里面,易混词辨析配套词条_2026-07
detrás,adv,n/a,A2,1,,后面,,Detrás del árbol.,在树后面。,,易混词支持|A2|adv,专四,前面,旁边,上面,易混词辨析配套词条_2026-07
izquierda,n,f,A1,1,,左边,,A la izquierda.,向左。,,易混词支持|A1|n,专四,右边,前面,后面,易混词辨析配套词条_2026-07
derecha,n,f,A1,1,,右边,,A la derecha.,向右。,,易混词支持|A1|n,专四,左边,前面,后面,易混词辨析配套词条_2026-07
meter,v,n/a,A2,1,,放进；塞进,,Mete el libro en la bolsa.,把书放进包里。,,易混词支持|A2|v,专四,取出,打开,关闭,易混词辨析配套词条_2026-07
sacar,v,n/a,A2,1,,取出；拿出,,Saco la basura.,我倒垃圾。,,易混词支持|A2|v,专四,放进,放入,关闭,易混词辨析配套词条_2026-07
quitar,v,n/a,A2,1,,去掉；脱掉,,Quítate el abrigo.,脱掉外套。,,易混词支持|A2|v,专四,穿上,放入,打开,易混词辨析配套词条_2026-07
poner,v,n/a,A1,1,,放；穿；布置,,Pon el plato aquí.,把盘子放这里。,,易混词支持|A1|v,专四,拿走,取出,关闭,易混词辨析配套词条_2026-07
dar,v,n/a,A1,1,,给,,Dame el libro.,把书给我。,,易混词支持|A1|v,专四,拿,收,买,易混词辨析配套词条_2026-07
regalar,v,n/a,A2,1,,赠送,,Me regalaron flores.,他们送我花。,,易混词支持|A2|v,专四,卖,买,借,易混词辨析配套词条_2026-07
recibir,v,n/a,A2,1,,收到,,Recibí tu mensaje.,我收到了你的消息。,,易混词支持|A2|v,专四,发送,拒绝,给出,易混词辨析配套词条_2026-07
aceptar,v,n/a,A2,1,,接受,,Acepto la invitación.,我接受邀请。,,易混词支持|A2|v,专四,拒绝,收到,发送,易混词辨析配套词条_2026-07
ofrecer,v,n/a,B1,1,,提供；提出,,Te ofrezco ayuda.,我向你提供帮助。,,易混词支持|B1|v,专四,请求,拒绝,要求,易混词辨析配套词条_2026-07
invitar,v,n/a,A2,1,,邀请,,Te invito a cenar.,我请你吃晚饭。,,易混词支持|A2|v,专四,拒绝,访问,离开,易混词辨析配套词条_2026-07
prometer,v,n/a,A2,1,,许诺,,Prometo llegar temprano.,我保证早到。,,易混词支持|A2|v,专四,威胁,否认,忘记,易混词辨析配套词条_2026-07
asegurar,v,n/a,B1,1,,确保；保证,,Te aseguro que es verdad.,我向你保证是真的。,,易混词支持|B1|v,专四,怀疑,否认,许诺,易混词辨析配套词条_2026-07
intentar,v,n/a,A2,1,,试图,,Intento ayudar.,我试图帮忙。,,易混词支持|A2|v,专四,放弃,成功,完成,易混词辨析配套词条_2026-07
tratar,v,n/a,A2,1,,对待；设法（tratar de）,,Trato de entender.,我设法理解。,,易混词支持|A2|v,专四,放弃,忽略,完成,易混词辨析配套词条_2026-07
conseguir,v,n/a,A2,1,,成功得到；设法做成,,Conseguí el trabajo.,我得到了这份工作。,,易混词支持|A2|v,专四,失去,失败,尝试,易混词辨析配套词条_2026-07
lograr,v,n/a,B1,1,,达成；成功,,Logró su objetivo.,他达成了目标。,,易混词支持|B1|v,专四,失败,放弃,尝试,易混词辨析配套词条_2026-07
ayudar,v,n/a,A1,1,,帮助,,Ayúdame.,帮帮我。,,易混词支持|A1|v,专四,妨碍,伤害,忽略,易混词辨析配套词条_2026-07
apoyar,v,n/a,A2,1,,支持,,Apoyo tu decisión.,我支持你的决定。,,易混词支持|A2|v,专四,反对,帮助做事,忽略,易混词辨析配套词条_2026-07
explicar,v,n/a,A2,1,,解释,,Explícame la regla.,给我解释规则。,,易混词支持|A2|v,专四,讲述,询问,隐藏,易混词辨析配套词条_2026-07
contar,v,n/a,A1,1,,讲述；数,,Cuéntame qué pasó.,告诉我发生了什么。,,易混词支持|A1|v,专四,解释,询问,隐藏,易混词辨析配套词条_2026-07
responder,v,n/a,A2,1,,回答,,Responde la pregunta.,回答问题。,,易混词支持|A2|v,专四,提问,沉默,忽略,易混词辨析配套词条_2026-07
contestar,v,n/a,A2,1,,回答；回复,,Contesta el correo.,回复邮件。,,易混词支持|A2|v,专四,提问,忽略,发送,易混词辨析配套词条_2026-07
consultar,v,n/a,B1,1,,查阅；请教,,Consulto el diccionario.,我查阅词典。,,易混词支持|B1|v,专四,提问,忽略,猜测,易混词辨析配套词条_2026-07
avisar,v,n/a,A2,1,,通知,,Avísame cuando llegues.,到了告诉我。,,易混词支持|A2|v,专四,警告,隐藏,忘记,易混词辨析配套词条_2026-07
advertir,v,n/a,B1,1,,警告；提醒,,Te advierto del peligro.,我提醒你有危险。,,易混词支持|B1|v,专四,通知,赞美,忽略,易混词辨析配套词条_2026-07
olvidar,v,n/a,A2,1,,忘记,,Olvidé las llaves.,我忘了钥匙。,,易混词支持|A2|v,专四,记得,通知,学习,易混词辨析配套词条_2026-07
olvidarse,v,n/a,A2,1,,忘记（+ de）,,Me olvidé de las llaves.,我忘了钥匙。,,易混词支持|A2|v,专四,记得,通知,学习,易混词辨析配套词条_2026-07
aprender,v,n/a,A1,1,,学会；学习,,Aprendí mucho.,我学到很多。,,易混词支持|A1|v,专四,教导,忘记,教授,易混词辨析配套词条_2026-07
enseñar,v,n/a,A1,1,,教；展示,,Enseño español.,我教西语。,,易混词支持|A1|v,专四,学习,学习结果,隐藏,易混词辨析配套词条_2026-07
aprobar,v,n/a,A2,1,,及格；通过,,Aprobé el examen.,我考试及格了。,,易混词支持|A2|v,专四,不及格,开始,放弃,易混词辨析配套词条_2026-07
suspender,v,n/a,A2,1,,不及格；中止,,Suspendí historia.,我历史挂科了。,,易混词支持|A2|v,专四,及格,通过,开始,易混词辨析配套词条_2026-07
