lemma,pos,gender,level,sense,ipa,meaning_zh,meaning_en,example_es,example_zh,image_file,tags,exam_tags,distractor_1,distractor_2,distractor_3,copyright_note
beber,v,n/a,A1,1,,喝；饮用,,Es importante beber suficiente agua durante el día para mantener el cuerpo hidratado.,白天喝足够的水以保持身体水分充足是很重要的。,beber_1.jpg,义项包|考试路径|A1|v,专四,心脏；心,房门；大门；门口,自行车,大创内容组_senses_table_tem4 7.31.xlsx
bicicleta,n,f,A1,1,,自行车,,Muchos estudiantes usan la bicicleta para ir a clase sin gastar dinero.,很多学生骑自行车上课，不用花钱。,bicicleta_1.jpg,考试路径|A1|n,专四,困；睡意；梦,大学；高校,胳膊；手臂,大创内容组_words_tem4.csv
blanco,adj,n/a,A1,1,,白色的；空白的（纸张等）,,La nieve cubrió las montañas con un manto blanco y brillante durante todo el invierno.,整个冬天，白雪像一层明亮的外衣覆盖着群山。,blanco_1.jpg,考试路径|A1|adj,专四,心脏；心,手表；挂钟；时钟,每；每个,大创内容组_senses_table_tem4 7.31.xlsx
boca,n,f,A1,1,,嘴；嘴巴,,En la clase de conversación hay que abrir la boca y practicar hablar sin miedo.,口语课上要张嘴，大胆练习说话不要怕。,boca_1.jpg,考试路径|A1|n,专四,河；河流,森林；树林,鼻子,大创内容组_words_tem4.csv
bosque,n,m,A1,1,,森林；树林,,Caminamos por el bosque de hayas mientras escuchábamos el canto de los pájaros.,我们穿过山毛榉森林，一边听着鸟儿的歌声。,bosque_1.jpg,考试路径|A1|n,专四,星期二,手表；挂钟；时钟,手,大创内容组_words_tem4.csv
brazo,n,m,A1,1,,胳膊；手臂,,Llevo todos los libros en los brazos porque la mochila se rompió ayer.,我怀里抱着所有书，因为书包昨天坏了。,brazo_1.jpg,考试路径|A1|n,专四,手,星期；一周,山；山脉,大创内容组_words_tem4.csv
cabeza,n,f,A1,1,,头；头部,,Me duele la cabeza porque estudié muchas horas seguidas sin descansar.,我头疼，因为连续学习了好几个小时没休息。,cabeza_1.jpg,考试路径|A1|n,专四,七月,音乐；乐曲,想法；主意；观点,大创内容组_words_tem4.csv
cada,adj,n/a,A1,1,,每；每个,,Cada estudiante debe entregar su trabajo antes del viernes por la tarde.,每个学生必须在周五下午之前交作业。,cada_1.jpg,考试路径|A1|adj,专四,森林；树林,饮用水；清水（专四写作高频基础词）,脸；面孔,大创内容组_senses_table_tem4 7.31.xlsx
café,n,m,A1,1,,咖啡（校园、生活高频词）,,Necesito un café fuerte por la mañana para empezar el día con mucha energía.,我早上需要一杯浓咖啡，才能充满活力地开启一天。,cafe_1.jpg,考试路径|A1|n,专四,明天,早上；上午,面包（主食，专四搭配高频）,大创内容组_words_tem4.csv
caliente,adj,n/a,A1,1,,热的（温度）；热烈的；激烈的（气氛/讨论）,,"Ten cuidado, el café está muy caliente y puede quemarte la lengua.",小心，咖啡很烫，可能会烫伤你的舌头。,caliente_1.jpg,考试路径|A1|adj,专四,问题；难题；困难,饮用水；清水（专四写作高频基础词）,某人；有人,大创内容组_senses_table_tem4 7.31.xlsx
cara,n,f,A1,1,,脸；面孔,,"Cuando apruebo un examen importante, se me nota la alegría en la cara.",当我通过重要考试时，脸上都藏不住开心。,cara_1.jpg,考试路径|A1|n,专四,牛奶；乳制品饮品（写作常用）,七月,手,大创内容组_words_tem4.csv
carne,n,f,A1,1,,肉类（通用统称，饮食话题核心）,,En España es muy popular la carne de cerdo ibérica de muy buena calidad.,在西班牙，品质上乘的伊比利亚猪肉非常受欢迎。,carne_1.jpg,考试路径|A1|n,专四,牛奶；乳制品饮品（写作常用）,这里；在这儿,星期三,大创内容组_words_tem4.csv
cerca,adv,n/a,A1,1,,在附近；不远,,Vivo cerca de la biblioteca así que estudio allí cada tarde.,我住在图书馆附近，所以每天下午都在那学习。,cerca_1.jpg,考试路径|A1|adv,专四,嘴；嘴巴,今天,茶；茶水（日常话题基础词）,大创内容组_words_tem4.csv
coche,n,m,A1,1,,小汽车；私家车,,Mi padre usa el coche para llevarme a la universidad los días de lluvia.,下雨天爸爸开车送我去学校。,coche_1.jpg,考试路径|A1|n,专四,下午；傍晚,以前；从前,星期二,大创内容组_words_tem4.csv
comida,n,f,A1,1,,食物；饭菜（通用吃食统称）,,"La comida española es muy rica, especialmente la paella y el jamón ibérico.",西班牙菜非常好吃，尤其是海鲜饭和伊比利亚火腿。,comida_1.jpg,考试路径|A1|n,专四,这里；在这儿,耳朵,茶；茶水（日常话题基础词）,大创内容组_words_tem4.csv
corazón,n,m,A1,1,,心脏；心,,"Cuando tengo que hablar en público, me late el corazón muy rápido.",要当众发言时，我的心跳得特别快。,corazon_1.jpg,考试路径|A1|n,专四,药；医学,公交车；大巴,秒；秒钟,大创内容组_words_tem4.csv
estación,n,f,A1,1,,车站；站点,,Esperamos el autobús en la estación cerca de nuestra facultad.,我们在学院附近的车站等公交车。,estacion_1.jpg,考试路径|A1|n,专四,在附近；不远,医院,物品；物件,大创内容组_words_tem4.csv
fruta,n,f,A1,1,,水果（统称，阅读高频）,,Comer fruta todos los días es muy bueno para la salud de todo el cuerpo humano.,每天吃水果对整个人体健康都非常好。,fruta_1.jpg,考试路径|A1|n,专四,脸；面孔,物品；物件,自行车,大创内容组_words_tem4.csv
hambre,n,f,A1,1,,饿；饥饿,,"Después de cuatro horas de clase, tengo mucha hambre y quiero comer algo.",上了四小时课之后，我特别饿，想吃点东西。,hambre_1.jpg,考试路径|A1|n,专四,水果（统称，阅读高频）,药；医学,头；头部,大创内容组_words_tem4.csv
hora,n,f,A1,1,,小时；点钟,,Tengo una hora libre entre la primera y la segunda clase.,第一节和第二节课之间我有一小时空闲。,hora_1.jpg,义项包|考试路径|A1|n,专四,茶；茶水（日常话题基础词）,山；山脉,水果（统称，阅读高频）,大创内容组_words_tem4.csv
hospital,n,m,A1,1,,医院,,Mi compañero se lesionó jugando al fútbol y lo llevaron al hospital.,我同学踢足球受伤了，大家把他送去了医院。,hospital_1.jpg,考试路径|A1|n,专四,今天,蔬菜；青菜（日常写作必备）,火车；列车,大创内容组_words_tem4.csv
hoy,adv,n/a,A1,1,,今天,,Hoy debemos entregar el ensayo sobre cultura hispánica.,今天我们必须提交关于西语文化的论文。,hoy_1.jpg,义项包|考试路径|A1|adv,专四,自行车,现在；此刻,在附近；不远,大创内容组_words_tem4.csv
idea,n,f,A1,1,,想法；主意；观点,,Tengo una idea muy buena para el proyecto del concurso de innovación de nuestra universidad.,我对学校创新大赛的项目有一个非常棒的想法。,idea_1.jpg,考试路径|A1|n,专四,森林；树林,火车；列车,问题；难题；困难,大创内容组_words_tem4.csv
isla,n,f,A1,1,,岛；岛屿,,Las islas Baleares son un destino favorito para los turistas europeos en vacaciones.,巴利阿里群岛是欧洲游客度假的热门目的地。,isla_1.jpg,考试路径|A1|n,专四,每；每个,太阳；阳光,湖；湖泊,大创内容组_words_tem4.csv
jueves,n,m,A1,1,,星期四,,El jueves es el día que dedicamos a practicar la comprensión auditiva grupal.,周四是我们专门进行小组听力练习的日子。,jueves_1.jpg,考试路径|A1|n,专四,食物；饭菜（通用吃食统称）,这里；在这儿,岛；岛屿,大创内容组_words_tem4.csv
julio,n,m,A1,1,,七月,,Julio es el mes de las vacaciones de verano para todos los estudiantes españoles.,七月是所有西班牙学生的暑假月份。,julio_1.jpg,考试路径|A1|n,专四,河；河流,热的（温度）；热烈的；激烈的（气氛/讨论）,秒；秒钟,大创内容组_words_tem4.csv
lago,n,m,A1,1,,湖；湖泊,,El lago de Sanabria es el lago más grande de España y un destino turístico popular.,萨纳布里亚湖是西班牙最大的湖泊，也是一个受欢迎的旅游目的地。,lago_1.jpg,考试路径|A1|n,专四,大学；高校,小汽车；私家车,如此；这样；以这种方式,大创内容组_words_tem4.csv
leche,n,f,A1,1,,牛奶；乳制品饮品（写作常用）,,Me gusta tomar un vaso de leche caliente antes de dormir todas las noches del invierno.,冬天的每晚我都喜欢睡前喝一杯热牛奶。,leche_1.jpg,义项包|考试路径|A1|n,专四,星期二,鼻子,腿；腿部,大创内容组_words_tem4.csv
mano,n,f,A1,1,,手,,Escribe mucho a mano para practicar la ortografía de las palabras nuevas.,他大量手写练习，巩固新单词的拼写。,mano_1.jpg,考试路径|A1|n,专四,饮用水；清水（专四写作高频基础词）,嘴；嘴巴,星期四,大创内容组_words_tem4.csv
martes,n,m,A1,1,,星期二,,El martes por la mañana tenemos clase de gramática española obligatoria.,每周二上午我们有必修西班牙语语法课。,martes_1.jpg,考试路径|A1|n,专四,脸；面孔,水果（统称，阅读高频）,头；头部,大创内容组_words_tem4.csv
mañana,n,f,A1,1,,早上；上午,,Estudio vocabulario cada mañana antes de entrar al aula.,每天上午进教室前我都会背单词。,manana_1.jpg,义项包|考试路径|A1|n,专四,肉类（通用统称，饮食话题核心）,音乐；乐曲,今天,大创内容组_words_tem4.csv
mañana,adv,n/a,A1,2,,明天,,Mañana tendremos un examen de vocabulario muy importante.,明天我们有一场十分重要的词汇测试。,manana_2.jpg,义项包|考试路径|A1|adv,专四,鼻子,敢于；勇敢做,分钟,大创内容组_words_tem4.csv
medicina,n,f,A1,1,,药；医学,,Toma esta medicina tres veces al día después de comer cada comida.,这个药一天吃三次，每顿饭后服用。,medicina_1.jpg,考试路径|A1|n,专四,河；河流,以前；从前,年；年份,大创内容组_words_tem4.csv
mes,n,m,A1,1,,月份；一个月,,Cada mes aprendo cien palabras nuevas de nivel B1.,每个月我学习一百个 B1 级新单词。,mes_1.jpg,考试路径|A1|n,专四,咖啡（校园、生活高频词）,星期二,下午；傍晚,大创内容组_words_tem4.csv
metro,n,m,A1,1,,地铁,,En Madrid el metro funciona hasta la una de la madrugada los fines de semana.,马德里地铁周末运营到凌晨一点。,metro_1.jpg,考试路径|A1|n,专四,海滩；沙滩,月份；一个月,小时；点钟,大创内容组_words_tem4.csv
minuto,n,m,A1,1,,分钟,,Cada ejercicio de audición dura quince minutos en el examen.,考试里每道听力题时长十五分钟。,minuto_1.jpg,义项包|考试路径|A1|n,专四,山；山脉,药；医学,星期二,大创内容组_words_tem4.csv
miércoles,n,m,A1,1,,星期三,,Cada miércoles por la tarde realizamos intercambios lingüísticos en el salón común.,每周三下午我们在公共活动室开展语言交换。,miercoles_1.jpg,考试路径|A1|n,专四,耳朵,喝；饮用,在附近；不远,大创内容组_words_tem4.csv
mochila,n,f,A1,1,,书包；双肩背包,,Todos los días llevo la mochila llena de libros y cuadernos a la universidad.,我每天都背着装满书和本子的书包去学校。,mochila_1.jpg,考试路径|A1|n,专四,鼻子,头；头部,今天,大创内容组_words_tem4.csv
montaña,n,f,A1,1,,山；山脉,,"En invierno, las montañas del norte de España están cubiertas de nieve blanca.",冬天，西班牙北部的山脉覆盖着白雪。,montana_1.jpg,考试路径|A1|n,专四,部分；局部,森林；树林,星期；一周,大创内容组_words_tem4.csv
médico,n,n/a,A1,1,,医生；大夫,,"Si no te encuentras bien, ve al médico para que te revise bien.",如果你不舒服，就去看医生好好检查一下。,medico_1.jpg,考试路径|A1|n,专四,脸；面孔,眼睛；目光,小汽车；私家车,大创内容组_words_tem4.csv
música,n,f,A1,1,,音乐；乐曲,,La música latina es muy alegre y se baila en muchas fiestas de todo el mundo actualmente.,拉丁音乐非常欢快，如今全世界很多派对上都会跳。,musica_1.jpg,考试路径|A1|n,专四,河；河流,白色的；空白的（纸张等）,地铁,大创内容组_words_tem4.csv
nariz,n,f,A1,1,,鼻子,,Tengo la nariz tapada porque estoy resfriado desde hace tres días.,我鼻子不通气，因为已经感冒三天了。,nariz_1.jpg,考试路径|A1|n,专四,白色的；空白的（纸张等）,茶；茶水（日常话题基础词）,想法；主意；观点,大创内容组_words_tem4.csv
noche,n,f,A1,1,,夜晚；夜里,,Me gusta leer novelas en español cada noche antes de dormir.,每晚睡前我喜欢读西班牙语小说。,noche_1.jpg,义项包|考试路径|A1|n,专四,星期；一周,在附近；不远,河；河流,大创内容组_words_tem4.csv
objeto,n,m,A1,1,,物品；物件,,Sobre la mesa del estudio hay muchos objetos útiles como lápices y cuadernos.,书桌上有许多有用的物品，比如铅笔和笔记本。,objeto_1.jpg,考试路径|A1|n,专四,星期二,房门；大门；门口,森林；树林,大创内容组_words_tem4.csv
ojo,n,m,A1,1,,眼睛；目光,,"Después de leer mucho tiempo, hay que descansar los ojos mirando a lo lejos.",长时间阅读后，要远眺让眼睛休息一下。,ojo_1.jpg,考试路径|A1|n,专四,脸；面孔,水果（统称，阅读高频）,敢于；勇敢做,大创内容组_words_tem4.csv
oreja,n,f,A1,1,,耳朵,,Pon atención con las orejas para entender bien el ejercicio de audición.,用耳朵认真听，才能做好听力题。,oreja_1.jpg,考试路径|A1|n,专四,房门；大门；门口,大学；高校,下午；傍晚,大创内容组_words_tem4.csv
pan,n,m,A1,1,,面包（主食，专四搭配高频）,,Todas las mañanas compro pan fresco en la panadería de la esquina de mi casa.,我每天早上都去我家街角的面包店买新鲜面包。,pan_1.jpg,义项包|考试路径|A1|n,专四,月份；一个月,医生；大夫,早上；上午,大创内容组_words_tem4.csv
parte,n,f,A1,1,,部分；局部,,La parte más difícil del examen de español es la comprensión auditiva para muchos alumnos.,对很多学生来说，西语考试最困难的部分是听力理解。,parte_1.jpg,考试路径|A1|n,专四,渴；口渴,现在；此刻,年；年份,大创内容组_words_tem4.csv
pie,n,m,A1,1,,脚；足,,"Después de caminar todo el día por la ciudad, me duelen mucho los pies.",在城里走了一整天之后，我的脚特别疼。,pie_1.jpg,考试路径|A1|n,专四,高的；高级的；高层的,夜晚；夜里,那儿（在那边）,大创内容组_words_tem4.csv
pierna,n,f,A1,1,,腿；腿部,,Corrí media hora por el parque y ahora me duelen las piernas.,我在公园跑了半小时，现在腿很疼。,pierna_1.jpg,考试路径|A1|n,专四,夜晚；夜里,渴；口渴,车站；站点,大创内容组_words_tem4.csv
playa,n,f,A1,1,,海滩；沙滩,,"Durante el verano, las playas de la costa mediterránea están llenas de bañistas.",夏天，地中海沿岸的海滩上挤满了游泳的人。,playa_1.jpg,考试路径|A1|n,专四,眼睛；目光,腿；腿部,星期；一周,大创内容组_words_tem4.csv
problema,n,m,A1,1,,问题；难题；困难,,El mayor problema de los estudiantes principiantes es la conjugación de los verbos irregulares.,初级学生最大的问题是不规则动词的变位。,problema_1.jpg,考试路径|A1|n,专四,茶；茶水（日常话题基础词）,地铁,部分；局部,大创内容组_words_tem4.csv
puerta,n,f,A1,1,,房门；大门；门口,,"Por favor, cierra la puerta al entrar para no hacer ruido a los demás compañeros.",进来的时候请关上门，别吵到其他同学。,puerta_1.jpg,考试路径|A1|n,专四,分钟,每；每个,音乐；乐曲,大创内容组_words_tem4.csv
reloj,n,m,A1,1,,手表；挂钟；时钟,,El reloj de la pared de la clase marca las tres de la tarde exactamente.,教室墙上的钟正好指向下午三点。,reloj_1.jpg,考试路径|A1|n,专四,物品；物件,某人；有人,头；头部,大创内容组_words_tem4.csv
río,n,m,A1,1,,河；河流,,El río Tajo atraviesa la ciudad de Toledo y ofrece unas vistas impresionantes.,塔霍河穿过托莱多市，提供了令人印象深刻的景色。,rio_1.jpg,考试路径|A1|n,专四,公交车；大巴,每；每个,饿；饥饿,大创内容组_words_tem4.csv
sed,n,f,A1,1,,渴；口渴,,"Después de hacer deporte, da mucha sed y hay que beber mucha agua.",运动完会很渴，得多喝水。,sed_1.jpg,考试路径|A1|n,专四,音乐；乐曲,窗户；玻璃窗,高的；高级的；高层的,大创内容组_words_tem4.csv
segundo,n,m,A1,1,,秒；秒钟,,Espera unos segundos que termine de apuntar la palabra.,等我几秒钟，我把这个单词记完。,segundo_1.jpg,考试路径|A1|n,专四,眼睛；目光,某物；一些东西,海滩；沙滩,大创内容组_words_tem4.csv
semana,n,f,A1,1,,星期；一周,,Cada semana hacemos un dictado en la clase de español.,每周西语课我们都会进行一次听写。,semana_1.jpg,义项包|考试路径|A1|n,专四,面包（主食，专四搭配高频）,星期二,蔬菜；青菜（日常写作必备）,大创内容组_words_tem4.csv
sol,n,m,A1,1,,太阳；阳光,,El sol brilla intensamente en el cielo andaluz durante todo el verano.,安达卢西亚的整个夏天太阳都炽热地照耀着。,sol_1.jpg,考试路径|A1|n,专四,小时；点钟,药；医学,车站；站点,大创内容组_words_tem4.csv
sueño,n,m,A1,1,,困；睡意；梦,,Tengo mucho sueño porque me acosté muy tarde estudiando anoche.,我特别困，因为昨晚学习到很晚才睡。,sueno_1.jpg,考试路径|A1|n,专四,头；头部,嘴；嘴巴,耳朵,大创内容组_words_tem4.csv
tarde,n,f,A1,1,,下午；傍晚,,Por la tarde vamos a la biblioteca a repasar gramática.,下午我们去图书馆复习语法。,tarde_1.jpg,义项包|考试路径|A1|n,专四,某物；一些东西,这里；在这儿,在附近；不远,大创内容组_words_tem4.csv
tren,n,m,A1,1,,火车；列车,,El tren de alta velocidad llega a Barcelona en dos horas escasas.,高铁两小时就能抵达巴塞罗那。,tren_1.jpg,考试路径|A1|n,专四,部分；局部,星期二,星期四,大创内容组_words_tem4.csv
té,n,m,A1,1,,茶；茶水（日常话题基础词）,,"Cuando hace frío, me gusta tomar una taza de té caliente con un poco de miel natural.",天冷的时候，我喜欢喝一杯加了一点天然蜂蜜的热茶。,te_1.jpg,考试路径|A1|n,专四,如此；这样；以这种方式,困；睡意；梦,耳朵,大创内容组_words_tem4.csv
universidad,n,f,A1,1,,大学；高校,,Mi hermana mayor estudia medicina en la universidad más famosa de todo el país entero.,我姐姐在全国最有名的大学学医。,universidad_1.jpg,考试路径|A1|n,专四,心脏；心,森林；树林,物品；物件,大创内容组_words_tem4.csv
ventana,n,f,A1,1,,窗户；玻璃窗,,Abre la ventana para que entre aire fresco en la habitación tan cerrada.,把窗户打开吧，让新鲜空气进到这么闷的房间里。,ventana_1.jpg,考试路径|A1|n,专四,现在；此刻,部分；局部,某人；有人,大创内容组_words_tem4.csv
verdura,n,f,A1,1,,蔬菜；青菜（日常写作必备）,,Mi madre siempre cocina mucha verdura en las comidas para que estemos muy sanos.,我妈妈做饭总是放很多蔬菜，让我们保持健康。,verdura_1.jpg,考试路径|A1|n,专四,问题；难题；困难,湖；湖泊,星期三,大创内容组_words_tem4.csv
viernes,n,m,A1,1,,星期五,,Los viernes terminamos las clases más temprano para organizar actividades culturales.,周五我们下课更早，用来组织各类文化活动。,viernes_1.jpg,考试路径|A1|n,专四,脚；足,下午；傍晚,喝；饮用,大创内容组_words_tem4.csv
abril,n,m,A2,1,,四月,,En abril llueve frecuentemente así que siempre llevo un paraguas en la mochila.,四月经常下雨，我书包里总带一把伞。,abril_1.jpg,考试路径|A2|n,专四,十二月,衣柜；立柜,足够；足以,大创内容组_words_tem4.csv
abrir,v,n/a,A2,1,,打开；开启；翻开,,"Por favor, abre la ventana para que entre aire fresco en la habitación.",请打开窗户，让新鲜空气进入房间。,abrir_1.jpg,义项包|考试路径|A2|v,专四,取暖；让自己暖和,非常；很；大量地,笔记（常用复数）,大创内容组_words_tem4.csv
abrir,v,n/a,A2,2,,开门；开业；开放,,La biblioteca de la universidad abre todos los días de 8 de la mañana a 10 de la noche.,大学图书馆每天早上 8 点到晚上 10 点开放。,abrir_2.jpg,考试路径|A2|v,专四,重音；（书面）尖音符,周日,十二月,大创内容组_words_tem4.csv
aburrir,v,n/a,A2,1,,使厌烦；使无聊；感到厌烦；感到无聊,,"Si no tienes nada que hacer, es fácil aburrirte en casa durante todo el día.",如果你没什么事做，很容易一整天在家都觉得无聊。,aburrir_1.jpg,考试路径|A2|v,专四,凉爽的；清新的,职员；员工；雇员,食欲；胃口,大创内容组_words_tem4.csv
acento,n,m,A2,1,,重音；（书面）尖音符,,"En español el acento gráfico marca la sílaba tónica, como en «café» o «información».",西语里尖音符标出重读音节，例如 café 或 información。,acento_1.jpg,考试路径|A2|n,专四,那个（远指）,疾病；病症,教师；教授（大学）,大创内容组_senses_table_tem4_with_images.xlsx
aceptar,v,n/a,A2,1,,接受；认可；同意,,Debes aceptar las críticas de tu profesor si quieres mejorar tu escritura en español.,如果你想提高你的西语写作，就必须接受老师的批评。,aceptar_1.jpg,考试路径|A2|v,专四,坏的；不好的；糟糕的；差的,基础；根基,书面的,大创内容组_words_tem4.csv
aconsejar,v,n/a,A2,1,,建议；劝告；指导,,El tutor suele aconsejar a los alumnos que repasen diariamente los verbos irregulares para el examen.,导师经常建议学生们每天复习不规则动词以便应对考试。,aconsejar_1.jpg,考试路径|A2|v,专四,冷；寒冷,美洲的；美洲人；美国的；美国人,爱；喜爱；在乎,大创内容组_words_tem4.csv
activo,adj,n/a,A2,1,,积极的；活跃,,Ella es muy activa en las actividades de debate en nuestra facultad.,她在学院辩论活动中十分积极活跃。,activo_1.jpg,考试路径|A2|adj,专四,笔记（常用复数）,温度；气温,西班牙午间正餐（文化特定时段词义）,大创内容组_words_tem4.csv
aeropuerto,n,m,A2,1,,机场,,Mañana voy al aeropuerto para recibir a mi compañero de intercambio.,明天我去机场接我的交换同学。,aeropuerto_1.jpg,考试路径|A2|n,专四,积极的；活跃,剩下；剩余；留有,洗；清洗；洗涤,大创内容组_words_tem4.csv
agosto,n,m,A2,1,,八月,,Muchas familias viajan por España durante todo el mes de agosto.,很多家庭整个八月都在西班牙境内旅行。,agosto_1.jpg,考试路径|A2|n,专四,变化；改变,接受；认可；同意,飞机,大创内容组_words_tem4.csv
ahora,adv,n/a,A2,2,,马上；立刻,,"Ve a la tienda ahora, antes de que cierren, y compra el pan para la cena.",马上去商店，趁还没关门，买晚餐用的面包。,ahora_2.jpg,考试路径|A2|adv,专四,图书馆,虽然；尽管,坏的；不好的；糟糕的；差的,大创内容组_senses_table_tem4 7.30.xlsx
ahorrar,v,n/a,A2,1,,节省；节约；储蓄；存钱,,"Para viajar el próximo verano, estoy ahorrando dinero cada mes en mi cuenta bancaria.",为了明年夏天去旅行，我每个月都在银行账户里存钱。,ahorrar_1.jpg,考试路径|A2|v,专四,十一月,阿拉伯的；阿拉伯人；阿拉伯语,驴,大创内容组_words_tem4.csv
aire,n,m,A2,1,,空气,,Es importante abrir la ventana para que entre aire fresco en la habitación.,打开窗户让新鲜空气进入房间很重要。,aire_1.jpg,考试路径|A2|n,专四,知道；了解；得知,办公室；办事处,照相机；摄像机,大创内容组_senses_table_tem4 7.30.xlsx
ajedrez,n,m,A2,1,,国际象棋,,Mi abuelo me enseñó a jugar al ajedrez cuando tenía solo ocho años de edad.,我爷爷在我只有八岁时就教我下国际象棋了。,ajedrez_1.jpg,考试路径|A2|n,专四,入夜；天黑,五月,记录；记下,大创内容组_senses_table_tem4 7.30.xlsx
ajo,n,m,A2,1,,大蒜,,"Para hacer una buena salsa española, necesitas añadir ajo y aceite de oliva.",要做一份好的西班牙酱汁，你需要加入大蒜和橄榄油。,ajo_1.jpg,考试路径|A2|n,专四,数量；数额,亚洲的；亚洲人,账单；算账,大创内容组_senses_table_tem4 7.30.xlsx
ala,n,f,A2,1,,翼；翅膀,,El águila extendió sus alas y voló hacia el cielo azul con gran elegancia.,雄鹰展开翅膀，优雅地飞向蓝天。,ala_1.jpg,考试路径|A2|n,专四,讨人喜欢的；亲切,购物车；手推车,四月,大创内容组_senses_table_tem4 7.30.xlsx
alcalde,n,m,A2,1,,市长；镇长,,El alcalde inauguró el nuevo parque público con un discurso breve y emotivo.,市长用一个简短而感人的演讲为新公园揭幕。,alcalde_1.jpg,考试路径|A2|n,专四,游客；旅游者,沙漠,零；零点,大创内容组_senses_table_tem4 7.30.xlsx
aldea,n,f,A2,1,,村庄；村子,,Mis abuelos viven en una aldea pequeña rodeada de montañas y campos verdes.,我的祖父母住在一个被山峦和绿色田野环绕的小村庄里。,aldea_1.jpg,考试路径|A2|n,专四,快速地；迅速地,尝试；尽力,动词变位,大创内容组_senses_table_tem4 7.30.xlsx
